GEOID,place_name,prop_white,med_income_k
11001008001,"Washington, DC",0.557,112.115
11001008002,"Washington, DC",0.563,106.429
11001008100,"Washington, DC",0.773,124.239
11001008200,"Washington, DC",0.8190000000000001,98.036
11001008301,"Washington, DC",0.75,143.208
11001008302,"Washington, DC",0.715,110.25
11001008402,"Washington, DC",0.47,74.583
11001008410,"Washington, DC",0.37,107.662
11001008701,"Washington, DC",0.239,66.442
11001008702,"Washington, DC",0.127,51.21100000000001
11001008802,"Washington, DC",0.135,52.606
11001008803,"Washington, DC",0.26,15.313
11001008804,"Washington, DC",0.043,38.5
11001008903,"Washington, DC",0.049,34.949
11001008904,"Washington, DC",0.038,31.694000000000006
11001009000,"Washington, DC",0.023,31.848000000000006
11001009102,"Washington, DC",0.063,44.043
11001009201,"Washington, DC",0.318,52.279
11001009203,"Washington, DC",0.129,68.75
11001009204,"Washington, DC",0.08800000000000001,21.993
11001009301,"Washington, DC",0.324,75.35300000000002
11001009302,"Washington, DC",0.17800000000000002,63.375
11001009400,"Washington, DC",0.139,71.454
11001009501,"Washington, DC",0.231,43.924
11001009503,"Washington, DC",0.155,80.179
11001009504,"Washington, DC",0.17,65.682
11001009505,"Washington, DC",0.017,70.967
11001009507,"Washington, DC",0.006,53.789
11001009508,"Washington, DC",0.075,60.0
11001009509,"Washington, DC",0.023,68.973
11001009601,"Washington, DC",0.001,26.607
11001009602,"Washington, DC",0.0,22.949
11001009603,"Washington, DC",0.006999999999999999,39.295
11001009604,"Washington, DC",0.009000000000000001,49.19600000000001
11001009700,"Washington, DC",0.003,35.833
11001009801,"Washington, DC",0.009000000000000001,26.389
11001009802,"Washington, DC",0.0,30.658
11001009803,"Washington, DC",0.002,25.5
11001009804,"Washington, DC",0.003,43.098
11001009807,"Washington, DC",0.018000000000000002,39.758
11001009810,"Washington, DC",0.002,28.922
11001009811,"Washington, DC",0.0,29.375
11001009901,"Washington, DC",0.047,82.15100000000002
11001009902,"Washington, DC",0.008,42.355
11001009903,"Washington, DC",0.034,61.094
11001009904,"Washington, DC",0.01,33.236999999999995
11001009905,"Washington, DC",0.006999999999999999,42.788
11001009906,"Washington, DC",0.018000000000000002,43.929
11001009907,"Washington, DC",0.0,24.831
11001010100,"Washington, DC",0.596,80.992
11001010200,"Washington, DC",0.436,92.917
11001010300,"Washington, DC",0.21600000000000005,61.926
11001010400,"Washington, DC",0.057999999999999996,35.41
11001010500,"Washington, DC",0.45799999999999996,75.938
11001010600,"Washington, DC",0.5,84.505
11001010700,"Washington, DC",0.7,73.3
11001010800,"Washington, DC",0.6559999999999999,30.694000000000006
11001010900,"Washington, DC",0.013999999999999999,32.092
11001011000,"Washington, DC",0.539,87.906
11001011100,"Washington, DC",0.099,58.833
12031000100,"Jacksonville, FL",0.5529999999999999,32.882
12031000200,"Jacksonville, FL",0.068,27.664
12031000300,"Jacksonville, FL",0.231,23.158
12031000600,"Jacksonville, FL",0.523,28.571
12031000700,"Jacksonville, FL",0.7809999999999999,73.906
12031000800,"Jacksonville, FL",0.833,41.838
12031001000,"Jacksonville, FL",0.27399999999999997,10.789
12031001100,"Jacksonville, FL",0.583,27.372
12031001200,"Jacksonville, FL",0.34600000000000003,36.875
12031001300,"Jacksonville, FL",0.113,20.212
12031001400,"Jacksonville, FL",0.16,27.024
12031001500,"Jacksonville, FL",0.006,19.228
12031001600,"Jacksonville, FL",0.022000000000000002,18.221
12031002101,"Jacksonville, FL",0.7559999999999999,45.172
12031002102,"Jacksonville, FL",0.868,58.125
12031002200,"Jacksonville, FL",0.889,63.382
12031002300,"Jacksonville, FL",0.8220000000000001,43.008
12031002400,"Jacksonville, FL",0.927,85.521
12031002501,"Jacksonville, FL",0.41200000000000003,23.125
12031002502,"Jacksonville, FL",0.7979999999999999,54.094
12031002600,"Jacksonville, FL",0.188,19.018
12031002701,"Jacksonville, FL",0.08800000000000001,25.942
12031002702,"Jacksonville, FL",0.242,26.369
12031002801,"Jacksonville, FL",0.008,23.39
12031002802,"Jacksonville, FL",0.045,20.844
12031002901,"Jacksonville, FL",0.02,19.803
12031002902,"Jacksonville, FL",0.013999999999999999,23.14
12031010101,"Jacksonville, FL",0.7759999999999999,64.41199999999999
12031010102,"Jacksonville, FL",0.708,68.801
12031010103,"Jacksonville, FL",0.732,85.92299999999999
12031010201,"Jacksonville, FL",0.633,54.417
12031010202,"Jacksonville, FL",0.8540000000000001,52.33
12031010301,"Jacksonville, FL",0.727,52.45
12031010303,"Jacksonville, FL",0.203,41.997
12031010304,"Jacksonville, FL",0.057,39.289
12031010401,"Jacksonville, FL",0.37799999999999995,42.472
12031010402,"Jacksonville, FL",0.353,31.856
12031010500,"Jacksonville, FL",0.314,44.649
12031010600,"Jacksonville, FL",0.7809999999999999,51.214
12031010700,"Jacksonville, FL",0.032,32.365
12031010800,"Jacksonville, FL",0.045,27.917
12031010900,"Jacksonville, FL",0.10800000000000001,42.974
12031011000,"Jacksonville, FL",0.213,32.75
12031011100,"Jacksonville, FL",0.128,41.42
12031011200,"Jacksonville, FL",0.085,38.145
12031011300,"Jacksonville, FL",0.004,25.517
12031011400,"Jacksonville, FL",0.006999999999999999,27.548
12031011500,"Jacksonville, FL",0.037000000000000005,23.871
12031011600,"Jacksonville, FL",0.03,19.62
12031011700,"Jacksonville, FL",0.602,43.611
12031011800,"Jacksonville, FL",0.474,28.397
12031011901,"Jacksonville, FL",0.7609999999999999,46.662
12031011902,"Jacksonville, FL",0.536,56.875
12031011903,"Jacksonville, FL",0.685,66.788
12031012000,"Jacksonville, FL",0.6679999999999999,45.36600000000001
12031012100,"Jacksonville, FL",0.5489999999999999,25.484
12031012200,"Jacksonville, FL",0.442,26.822
12031012300,"Jacksonville, FL",0.649,39.128
12031012400,"Jacksonville, FL",0.875,42.203
12031012500,"Jacksonville, FL",0.519,30.189
12031012601,"Jacksonville, FL",0.33,30.587
12031012602,"Jacksonville, FL",0.426,36.681
12031012702,"Jacksonville, FL",0.534,48.654
12031012703,"Jacksonville, FL",0.547,51.431
12031012704,"Jacksonville, FL",0.314,45.195
12031012800,"Jacksonville, FL",0.369,43.768
12031012900,"Jacksonville, FL",0.5820000000000001,51.949
12031013000,"Jacksonville, FL",0.963,108.897
12031013100,"Jacksonville, FL",0.777,47.74
12031013200,"Jacksonville, FL",0.537,45.361
12031013300,"Jacksonville, FL",0.43799999999999994,46.683
12031013402,"Jacksonville, FL",0.48100000000000004,34.309
12031013403,"Jacksonville, FL",0.642,35.473
12031013404,"Jacksonville, FL",0.445,32.893
12031013502,"Jacksonville, FL",0.366,52.574
12031013503,"Jacksonville, FL",0.39,42.844
12031013504,"Jacksonville, FL",0.33799999999999997,37.06
12031013521,"Jacksonville, FL",0.336,36.918
12031013522,"Jacksonville, FL",0.409,47.94300000000001
12031013721,"Jacksonville, FL",0.425,51.534
12031013723,"Jacksonville, FL",0.5479999999999999,58.542
12031013726,"Jacksonville, FL",0.495,57.154
12031013727,"Jacksonville, FL",0.575,75.39699999999998
12031013800,"Jacksonville, FL",0.635,37.148
12031013901,"Jacksonville, FL",0.636,39.675
12031013904,"Jacksonville, FL",0.628,32.853
12031013905,"Jacksonville, FL",0.94,97.218
12031013906,"Jacksonville, FL",0.8640000000000001,74.583
12031014311,"Jacksonville, FL",0.532,37.188
12031014312,"Jacksonville, FL",0.5479999999999999,55.728
12031014326,"Jacksonville, FL",0.778,70.643
12031014328,"Jacksonville, FL",0.512,70.054
12031014329,"Jacksonville, FL",0.695,80.074
12031014330,"Jacksonville, FL",0.856,105.441
12031014331,"Jacksonville, FL",0.8490000000000001,43.75
12031014332,"Jacksonville, FL",0.769,53.529
12031014333,"Jacksonville, FL",0.665,59.762
12031014334,"Jacksonville, FL",0.607,62.181
12031014335,"Jacksonville, FL",0.762,75.598
12031014336,"Jacksonville, FL",0.484,66.923
12031014337,"Jacksonville, FL",0.45899999999999996,58.59
12031014338,"Jacksonville, FL",0.518,50.227
12031014401,"Jacksonville, FL",0.522,42.433
12031014404,"Jacksonville, FL",0.68,46.268
12031014406,"Jacksonville, FL",0.725,77.55
12031014408,"Jacksonville, FL",0.757,46.899
12031014409,"Jacksonville, FL",0.782,87.781
12031014410,"Jacksonville, FL",0.838,57.224
12031014411,"Jacksonville, FL",0.507,50.886
12031014412,"Jacksonville, FL",0.632,86.456
12031014413,"Jacksonville, FL",0.65,70.87899999999998
12031014500,"Jacksonville, FL",0.693,49.86600000000001
12031014601,"Jacksonville, FL",0.84,84.54
12031014603,"Jacksonville, FL",0.6,40.246
12031014604,"Jacksonville, FL",0.415,36.67
12031014701,"Jacksonville, FL",0.429,39.132
12031014702,"Jacksonville, FL",0.449,70.24
12031014800,"Jacksonville, FL",0.515,26.482
12031014901,"Jacksonville, FL",0.586,42.647
12031014902,"Jacksonville, FL",0.45799999999999996,50.216
12031015001,"Jacksonville, FL",0.623,48.354
12031015002,"Jacksonville, FL",0.5710000000000001,63.969
12031015100,"Jacksonville, FL",0.516,42.854
12031015200,"Jacksonville, FL",0.44,33.939
12031015300,"Jacksonville, FL",0.6509999999999999,32.399
12031015400,"Jacksonville, FL",0.5920000000000001,35.904
12031015501,"Jacksonville, FL",0.611,33.536
12031015502,"Jacksonville, FL",0.29600000000000004,26.856
12031015600,"Jacksonville, FL",0.765,40.766
12031015700,"Jacksonville, FL",0.53,31.067
12031015801,"Jacksonville, FL",0.752,46.232
12031015802,"Jacksonville, FL",0.434,34.358000000000004
12031015922,"Jacksonville, FL",0.56,37.607
12031015923,"Jacksonville, FL",0.642,65.692
12031015924,"Jacksonville, FL",0.7340000000000001,43.628
12031015925,"Jacksonville, FL",0.43799999999999994,48.831
12031015926,"Jacksonville, FL",0.617,44.183
12031016000,"Jacksonville, FL",0.5820000000000001,36.908
12031016100,"Jacksonville, FL",0.515,33.693000000000005
12031016200,"Jacksonville, FL",0.5589999999999999,35.156
12031016300,"Jacksonville, FL",0.532,40.625
12031016400,"Jacksonville, FL",0.843,57.54600000000001
12031016500,"Jacksonville, FL",0.743,76.97800000000002
12031016601,"Jacksonville, FL",0.40700000000000003,26.196
12031016603,"Jacksonville, FL",0.904,64.45100000000001
12031016604,"Jacksonville, FL",0.645,42.132
12031016711,"Jacksonville, FL",0.914,88.413
12031016722,"Jacksonville, FL",0.7070000000000001,42.043
12031016724,"Jacksonville, FL",0.66,46.051
12031016725,"Jacksonville, FL",0.47200000000000003,41.875
12031016726,"Jacksonville, FL",0.6890000000000001,46.488
12031016727,"Jacksonville, FL",0.8190000000000001,40.572
12031016728,"Jacksonville, FL",0.746,74.89
12031016729,"Jacksonville, FL",0.7440000000000001,54.277
12031016801,"Jacksonville, FL",0.807,81.563
12031016803,"Jacksonville, FL",0.867,95.132
12031016804,"Jacksonville, FL",0.893,104.386
12031016805,"Jacksonville, FL",0.643,97.904
12031016806,"Jacksonville, FL",0.688,67.941
12031016807,"Jacksonville, FL",0.78,48.875
12031016808,"Jacksonville, FL",0.693,43.284
12031017100,"Jacksonville, FL",0.8140000000000001,36.932
12031017200,"Jacksonville, FL",0.314,28.125
12031017300,"Jacksonville, FL",0.769,50.797
12031017400,"Jacksonville, FL",0.043,17.014
12057000101,"Tampa, FL",0.51,27.294
12057000102,"Tampa, FL",0.32799999999999996,26.736
12057000201,"Tampa, FL",0.249,21.281
12057000202,"Tampa, FL",0.20600000000000002,31.696
12057000300,"Tampa, FL",0.183,35.482
12057000401,"Tampa, FL",0.496,34.0
12057000402,"Tampa, FL",0.45,30.043000000000006
12057000500,"Tampa, FL",0.762,51.75
12057000601,"Tampa, FL",0.38,32.014
12057000602,"Tampa, FL",0.385,41.908
12057000700,"Tampa, FL",0.19399999999999998,20.469
12057000800,"Tampa, FL",0.35700000000000004,30.791
12057000901,"Tampa, FL",0.285,29.583
12057000902,"Tampa, FL",0.126,25.176
12057001001,"Tampa, FL",0.081,22.93
12057001002,"Tampa, FL",0.054000000000000006,25.542
12057001100,"Tampa, FL",0.564,47.5
12057001200,"Tampa, FL",0.245,25.658
12057001300,"Tampa, FL",0.315,40.01300000000001
12057001400,"Tampa, FL",0.32899999999999996,29.816
12057001500,"Tampa, FL",0.627,50.23
12057001600,"Tampa, FL",0.6759999999999999,50.72
12057001700,"Tampa, FL",0.433,42.31100000000001
12057001800,"Tampa, FL",0.03,22.689
12057001900,"Tampa, FL",0.0,27.475
12057002000,"Tampa, FL",0.142,25.625
12057002100,"Tampa, FL",0.318,37.803
12057002200,"Tampa, FL",0.5479999999999999,52.647
12057002300,"Tampa, FL",0.6509999999999999,44.276
12057002400,"Tampa, FL",0.434,33.273
12057002500,"Tampa, FL",0.184,25.122
12057002600,"Tampa, FL",0.24100000000000002,21.006
12057002700,"Tampa, FL",0.18899999999999997,42.274
12057002800,"Tampa, FL",0.544,38.688
12057002900,"Tampa, FL",0.321,34.375
12057003000,"Tampa, FL",0.162,15.168
12057003100,"Tampa, FL",0.1,21.095
12057003200,"Tampa, FL",0.135,25.61
12057003300,"Tampa, FL",0.06,20.964
12057003400,"Tampa, FL",0.023,27.303
12057003500,"Tampa, FL",0.033,28.301
12057003600,"Tampa, FL",0.08,26.974
12057003700,"Tampa, FL",0.43,12.427
12057003800,"Tampa, FL",0.27,18.393
12057003900,"Tampa, FL",0.33299999999999996,29.107
12057004000,"Tampa, FL",0.4970000000000001,3.717
12057004100,"Tampa, FL",0.221,13.864
12057004200,"Tampa, FL",0.316,39.063
12057004300,"Tampa, FL",0.03,9.562
12057004400,"Tampa, FL",0.068,29.75
12057004500,"Tampa, FL",0.096,31.574
12057004600,"Tampa, FL",0.324,41.433
12057004700,"Tampa, FL",0.474,50.577
12057004800,"Tampa, FL",0.3720000000000001,41.967
12057004900,"Tampa, FL",0.603,55.125
12057005000,"Tampa, FL",0.5489999999999999,21.716
12057005101,"Tampa, FL",0.6709999999999999,51.719
12057005102,"Tampa, FL",0.815,92.438
12057005301,"Tampa, FL",0.787,89.669
12057005302,"Tampa, FL",0.175,36.435
12057005401,"Tampa, FL",0.8190000000000001,76.991
12057005500,"Tampa, FL",0.764,70.294
12057005700,"Tampa, FL",0.6559999999999999,50.701
12057005800,"Tampa, FL",0.752,73.419
12057005900,"Tampa, FL",0.804,129.47899999999998
12057006000,"Tampa, FL",0.884,111.887
12057006101,"Tampa, FL",0.892,79.844
12057006103,"Tampa, FL",0.731,52.294
12057006200,"Tampa, FL",0.836,104.888
12057006300,"Tampa, FL",0.794,99.667
12057006400,"Tampa, FL",0.778,104.907
12057006501,"Tampa, FL",0.581,46.859
12057006502,"Tampa, FL",0.821,40.309
12057006600,"Tampa, FL",0.718,52.71
12057006700,"Tampa, FL",0.805,94.917
12057006801,"Tampa, FL",0.685,48.142
12057006802,"Tampa, FL",0.767,64.62
12057006900,"Tampa, FL",0.7240000000000001,57.045
12057007001,"Tampa, FL",0.56,51.324
12057007002,"Tampa, FL",0.319,30.407
12057007102,"Tampa, FL",0.746,48.90600000000001
12057007103,"Tampa, FL",0.718,60.722
12057007200,"Tampa, FL",0.67,54.179
12057007300,"Tampa, FL",0.606,57.857
12057010205,"Tampa, FL",0.46399999999999997,88.199
12057010209,"Tampa, FL",0.44299999999999995,68.038
12057010210,"Tampa, FL",0.521,75.80199999999998
12057010211,"Tampa, FL",0.513,75.774
12057010212,"Tampa, FL",0.613,107.396
12057010501,"Tampa, FL",0.146,36.583
12057010805,"Tampa, FL",0.17,20.063
12057010809,"Tampa, FL",0.5429999999999999,33.281
12057010816,"Tampa, FL",0.151,20.797
12057011008,"Tampa, FL",0.642,53.102
12057011010,"Tampa, FL",0.495,42.563
12057011012,"Tampa, FL",0.59,107.466
12057011013,"Tampa, FL",0.53,56.399
12057011014,"Tampa, FL",0.375,53.99100000000001
12057011015,"Tampa, FL",0.64,48.529
12057011016,"Tampa, FL",0.5529999999999999,67.417
12057011205,"Tampa, FL",0.635,63.0
12057011206,"Tampa, FL",0.5770000000000001,32.161
12057011304,"Tampa, FL",0.6970000000000001,61.89
12057011605,"Tampa, FL",0.311,44.922
12057011708,"Tampa, FL",0.562,81.667
12057011709,"Tampa, FL",0.747,52.237
12057011712,"Tampa, FL",0.638,60.417
12057011802,"Tampa, FL",0.231,37.255
12057011901,"Tampa, FL",0.405,39.502
12057011902,"Tampa, FL",0.24,39.426
12057011904,"Tampa, FL",0.313,31.516
12057011905,"Tampa, FL",0.233,25.278
12057011906,"Tampa, FL",0.344,32.458
12057012001,"Tampa, FL",0.368,44.25
12057012002,"Tampa, FL",0.457,22.766
12057012211,"Tampa, FL",0.29,65.0
12057013501,"Tampa, FL",0.267,32.611
12057013503,"Tampa, FL",0.273,26.507
12057013604,"Tampa, FL",0.69,22.75
12086001002,"Miami, FL",0.031,45.32899999999999
12086001004,"Miami, FL",0.013999999999999999,26.36
12086001006,"Miami, FL",0.039,29.148000000000003
12086001104,"Miami, FL",0.44799999999999995,79.94
12086001301,"Miami, FL",0.21600000000000005,25.9
12086001302,"Miami, FL",0.301,57.359
12086001401,"Miami, FL",0.040999999999999995,21.444000000000006
12086001402,"Miami, FL",0.036000000000000004,11.988
12086001501,"Miami, FL",0.031,9.985
12086001502,"Miami, FL",0.0,17.687
12086001703,"Miami, FL",0.021,25.714
12086001801,"Miami, FL",0.009000000000000001,19.395
12086001802,"Miami, FL",0.006999999999999999,26.271
12086001901,"Miami, FL",0.001,23.19
12086001903,"Miami, FL",0.022000000000000002,20.427
12086001904,"Miami, FL",0.0,21.824
12086002001,"Miami, FL",0.015,16.715
12086002003,"Miami, FL",0.05,24.715
12086002004,"Miami, FL",0.019,25.488000000000003
12086002100,"Miami, FL",0.42100000000000004,63.162
12086002201,"Miami, FL",0.16399999999999998,37.35
12086002202,"Miami, FL",0.059000000000000004,26.97
12086002300,"Miami, FL",0.011000000000000001,31.014
12086002402,"Miami, FL",0.034,27.095
12086002403,"Miami, FL",0.017,30.496
12086002404,"Miami, FL",0.013999999999999999,15.17
12086002501,"Miami, FL",0.023,22.002
12086002502,"Miami, FL",0.032,22.289
12086002600,"Miami, FL",0.114,34.697
12086002702,"Miami, FL",0.136,33.218
12086002703,"Miami, FL",0.4320000000000001,75.388
12086002705,"Miami, FL",0.33299999999999996,61.392
12086002706,"Miami, FL",0.248,45.692
12086002800,"Miami, FL",0.10300000000000001,15.167
12086002900,"Miami, FL",0.042,26.702
12086003001,"Miami, FL",0.182,18.185
12086003003,"Miami, FL",0.017,25.824
12086003004,"Miami, FL",0.051,16.619
12086003100,"Miami, FL",0.033,12.448
12086003400,"Miami, FL",0.092,16.328
12086003601,"Miami, FL",0.042,14.0
12086003602,"Miami, FL",0.057,17.641
12086003702,"Miami, FL",0.35700000000000004,58.88399999999999
12086003703,"Miami, FL",0.46399999999999997,66.593
12086003704,"Miami, FL",0.27,35.459
12086003705,"Miami, FL",0.24,63.83600000000001
12086003707,"Miami, FL",0.359,35.982
12086004500,"Miami, FL",0.551,68.176
12086004901,"Miami, FL",0.03,23.556
12086004902,"Miami, FL",0.031,32.181
12086005001,"Miami, FL",0.028999999999999998,34.808
12086005002,"Miami, FL",0.003,26.99
12086005102,"Miami, FL",0.076,14.43
12086005103,"Miami, FL",0.009000000000000001,19.569000000000006
12086005104,"Miami, FL",0.006999999999999999,20.859
12086005201,"Miami, FL",0.019,16.41
12086005202,"Miami, FL",0.033,24.51
12086005302,"Miami, FL",0.018000000000000002,16.258
12086005303,"Miami, FL",0.011000000000000001,21.261
12086005304,"Miami, FL",0.027000000000000003,17.197
12086005403,"Miami, FL",0.02,25.451
12086005405,"Miami, FL",0.040999999999999995,27.372
12086005406,"Miami, FL",0.0,26.392
12086005407,"Miami, FL",0.065,23.644
12086005409,"Miami, FL",0.02,16.977
12086005410,"Miami, FL",0.023,21.746
12086005501,"Miami, FL",0.037000000000000005,28.529
12086005502,"Miami, FL",0.019,23.492
12086005600,"Miami, FL",0.052000000000000005,38.664
12086005701,"Miami, FL",0.023,31.292
12086005703,"Miami, FL",0.045,35.0
12086005704,"Miami, FL",0.02,21.952
12086005801,"Miami, FL",0.035,38.854
12086005802,"Miami, FL",0.036000000000000004,27.113000000000003
12086006301,"Miami, FL",0.06,26.93
12086006302,"Miami, FL",0.095,33.703
12086006401,"Miami, FL",0.022000000000000002,25.616
12086006402,"Miami, FL",0.031,33.75
12086006403,"Miami, FL",0.062,32.972
12086006501,"Miami, FL",0.11599999999999999,28.338
12086006503,"Miami, FL",0.039,35.594
12086006504,"Miami, FL",0.162,49.323
12086006601,"Miami, FL",0.122,35.367
12086006602,"Miami, FL",0.127,26.15
12086006702,"Miami, FL",0.39,62.332
12086006705,"Miami, FL",0.287,72.332
12086006706,"Miami, FL",0.314,73.312
12086006707,"Miami, FL",0.441,131.161
12086006709,"Miami, FL",0.495,125.705
12086006711,"Miami, FL",0.312,77.87899999999998
12086006713,"Miami, FL",0.266,67.188
12086006714,"Miami, FL",0.27399999999999997,72.865
12086006801,"Miami, FL",0.6,90.152
12086006802,"Miami, FL",0.525,140.469
12086006900,"Miami, FL",0.14300000000000002,39.799
12086007001,"Miami, FL",0.12,39.419
12086007002,"Miami, FL",0.063,40.027
12086007101,"Miami, FL",0.289,30.888
12086007103,"Miami, FL",0.597,64.236
12086007104,"Miami, FL",0.536,51.955
12086007200,"Miami, FL",0.128,28.75
12086007300,"Miami, FL",0.623,161.938
12086007400,"Miami, FL",0.37799999999999995,122.75
12086490100,"Miami, FL",0.021,27.891
12095010200,"Orlando, FL",0.777,66.459
12095010300,"Orlando, FL",0.7340000000000001,39.098
12095010400,"Orlando, FL",0.022000000000000002,15.852
12095010500,"Orlando, FL",0.059000000000000004,15.066
12095010802,"Orlando, FL",0.903,49.075
12095011000,"Orlando, FL",0.6970000000000001,41.094
12095011100,"Orlando, FL",0.677,49.286
12095011200,"Orlando, FL",0.7440000000000001,57.148
12095011300,"Orlando, FL",0.7929999999999999,51.944
12095011600,"Orlando, FL",0.191,26.466
12095011701,"Orlando, FL",0.023,26.346
12095011702,"Orlando, FL",0.003,20.847
12095012000,"Orlando, FL",0.08900000000000001,29.7
12095012401,"Orlando, FL",0.128,36.727
12095012402,"Orlando, FL",0.19,36.29
12095012403,"Orlando, FL",0.261,34.985
12095012500,"Orlando, FL",0.852,49.07100000000001
12095012600,"Orlando, FL",0.8370000000000001,78.75
12095012701,"Orlando, FL",0.818,61.48
12095012800,"Orlando, FL",0.909,87.361
12095012900,"Orlando, FL",0.848,59.393
12095013201,"Orlando, FL",0.32799999999999996,34.977
12095013300,"Orlando, FL",0.44799999999999995,38.684
12095013402,"Orlando, FL",0.24100000000000002,40.181
12095013403,"Orlando, FL",0.294,34.408
12095013405,"Orlando, FL",0.23,28.581
12095013406,"Orlando, FL",0.301,30.417
12095013503,"Orlando, FL",0.19399999999999998,27.027
12095013505,"Orlando, FL",0.32299999999999995,28.125
12095013507,"Orlando, FL",0.235,41.875
12095013508,"Orlando, FL",0.17800000000000002,28.662
12095013509,"Orlando, FL",0.5579999999999999,34.063
12095013510,"Orlando, FL",0.27399999999999997,26.904
12095013511,"Orlando, FL",0.35700000000000004,29.707
12095013512,"Orlando, FL",0.146,27.108
12095013603,"Orlando, FL",0.46299999999999997,35.332
12095013604,"Orlando, FL",0.489,51.801
12095013605,"Orlando, FL",0.541,44.128
12095013606,"Orlando, FL",0.348,31.875
12095013607,"Orlando, FL",0.5820000000000001,52.65600000000001
12095013701,"Orlando, FL",0.425,31.658
12095013702,"Orlando, FL",0.523,37.25
12095013801,"Orlando, FL",0.86,51.944
12095013802,"Orlando, FL",0.809,57.76300000000001
12095013803,"Orlando, FL",0.76,65.428
12095013900,"Orlando, FL",0.789,50.063
12095014000,"Orlando, FL",0.895,77.545
12095014400,"Orlando, FL",0.593,44.477
12095014502,"Orlando, FL",0.06,22.592
12095014503,"Orlando, FL",0.27899999999999997,23.346
12095014504,"Orlando, FL",0.324,51.596
12095014601,"Orlando, FL",0.026000000000000002,27.135
12095014605,"Orlando, FL",0.006999999999999999,26.229
12095014606,"Orlando, FL",0.325,36.279
12095014607,"Orlando, FL",0.413,34.8
12095014608,"Orlando, FL",0.14800000000000002,32.058
12095014609,"Orlando, FL",0.223,40.033
12095014702,"Orlando, FL",0.41,36.385
12095014703,"Orlando, FL",0.35600000000000004,43.352
12095014704,"Orlando, FL",0.451,46.111
12095014807,"Orlando, FL",0.44799999999999995,53.463
12095014811,"Orlando, FL",0.721,88.50399999999998
12095014812,"Orlando, FL",0.5760000000000001,44.953
12095014813,"Orlando, FL",0.444,61.705
12095015202,"Orlando, FL",0.414,27.462
12095015300,"Orlando, FL",0.843,52.601000000000006
12095015402,"Orlando, FL",0.7659999999999999,40.217
12095016704,"Orlando, FL",0.47200000000000003,77.0
12095016709,"Orlando, FL",0.207,38.279
12095016710,"Orlando, FL",0.281,63.087
12095016732,"Orlando, FL",0.40399999999999997,76.165
12095016733,"Orlando, FL",0.3,51.875
12095016734,"Orlando, FL",0.297,55.797
12095016802,"Orlando, FL",0.456,88.626
12095016804,"Orlando, FL",0.321,38.222
12095016806,"Orlando, FL",0.17800000000000002,45.771
12095016902,"Orlando, FL",0.16899999999999998,31.602
12095016903,"Orlando, FL",0.185,32.332
12095017001,"Orlando, FL",0.239,37.78
12095018200,"Orlando, FL",0.675,58.847
12095018300,"Orlando, FL",0.228,27.77
12095018400,"Orlando, FL",0.551,39.577
12095018500,"Orlando, FL",0.28600000000000003,28.636
12095018700,"Orlando, FL",0.177,23.37
12095018800,"Orlando, FL",0.753,61.647
12095018900,"Orlando, FL",0.48100000000000004,38.095
13089020100,"Atlanta, GA",0.899,130.385
13089020200,"Atlanta, GA",0.8390000000000001,87.5
13089020300,"Atlanta, GA",0.7959999999999999,103.722
13089020400,"Atlanta, GA",0.88,83.72
13089020500,"Atlanta, GA",0.353,45.76
13089020600,"Atlanta, GA",0.33799999999999997,38.661
13089020700,"Atlanta, GA",0.474,45.742
13089020801,"Atlanta, GA",0.491,67.005
13089020802,"Atlanta, GA",0.348,49.464
13089020900,"Atlanta, GA",0.379,46.161
13089022401,"Atlanta, GA",0.875,70.417
13089022403,"Atlanta, GA",0.917,136.813
13089023101,"Atlanta, GA",0.18100000000000002,42.617
13089023700,"Atlanta, GA",0.162,26.849
13121000100,"Atlanta, GA",0.919,128.578
13121000200,"Atlanta, GA",0.878,101.1
13121000400,"Atlanta, GA",0.878,92.273
13121000500,"Atlanta, GA",0.6629999999999999,81.615
13121000600,"Atlanta, GA",0.455,44.612
13121000700,"Atlanta, GA",0.22699999999999998,68.631
13121001001,"Atlanta, GA",0.544,67.35300000000001
13121001002,"Atlanta, GA",0.509,32.961
13121001100,"Atlanta, GA",0.713,71.90100000000002
13121001201,"Atlanta, GA",0.7190000000000001,57.25
13121001202,"Atlanta, GA",0.616,66.67
13121001300,"Atlanta, GA",0.604,57.625
13121001400,"Atlanta, GA",0.8270000000000001,70.215
13121001500,"Atlanta, GA",0.774,61.362
13121001600,"Atlanta, GA",0.742,63.417
13121001700,"Atlanta, GA",0.295,35.337
13121001800,"Atlanta, GA",0.341,34.583
13121001900,"Atlanta, GA",0.513,51.474
13121002100,"Atlanta, GA",0.36,32.279
13121002300,"Atlanta, GA",0.04,21.486
13121002400,"Atlanta, GA",0.001,29.451
13121002500,"Atlanta, GA",0.022000000000000002,22.351
13121002600,"Atlanta, GA",0.157,30.118
13121002800,"Atlanta, GA",0.28300000000000003,20.915
13121002900,"Atlanta, GA",0.5329999999999999,60.667
13121003000,"Atlanta, GA",0.7240000000000001,86.103
13121003100,"Atlanta, GA",0.45899999999999996,47.843
13121003200,"Atlanta, GA",0.556,52.77
13121003500,"Atlanta, GA",0.294,53.953
13121003600,"Atlanta, GA",0.172,30.375
13121003700,"Atlanta, GA",0.0,
13121003800,"Atlanta, GA",0.205,21.071
