GEOID,place_name,prop_white,med_income_k
36005031200,"New York, NY",0.46799999999999997,60.4
36005031400,"New York, NY",0.455,82.083
36005031600,"New York, NY",0.36200000000000004,64.702
36005031800,"New York, NY",0.518,52.692
36005032300,"New York, NY",0.565,81.914
36005032400,"New York, NY",0.081,28.832
36005032600,"New York, NY",0.525,68.60300000000001
36005032800,"New York, NY",0.138,37.344
36005033000,"New York, NY",0.268,39.018
36005033201,"New York, NY",0.16399999999999998,44.602
36005033202,"New York, NY",0.106,40.083
36005033400,"New York, NY",0.111,43.864
36005033500,"New York, NY",0.664,87.79799999999999
36005033600,"New York, NY",0.037000000000000005,32.355
36005033700,"New York, NY",0.7390000000000001,81.25
36005033800,"New York, NY",0.057,36.667
36005034000,"New York, NY",0.076,37.337
36005034200,"New York, NY",0.081,43.25
36005034300,"New York, NY",0.457,70.194
36005034400,"New York, NY",0.128,68.75
36005034500,"New York, NY",0.43,62.973
36005034800,"New York, NY",0.019,36.233
36005035000,"New York, NY",0.048,57.292
36005035100,"New York, NY",0.547,70.215
36005035600,"New York, NY",0.022000000000000002,56.845
36005035800,"New York, NY",0.006,66.639
36005035900,"New York, NY",0.011000000000000001,20.708
36005036000,"New York, NY",0.106,82.895
36005036100,"New York, NY",0.002,17.38
36005036300,"New York, NY",0.004,19.396
36005036400,"New York, NY",0.004,45.288
36005036501,"New York, NY",0.013999999999999999,19.747
36005036502,"New York, NY",0.011000000000000001,18.667
36005036700,"New York, NY",0.013999999999999999,23.224
36005036800,"New York, NY",0.013000000000000001,61.842
36005036901,"New York, NY",0.004,17.292
36005036902,"New York, NY",0.004,25.313
36005037000,"New York, NY",0.03,52.813
36005037100,"New York, NY",0.038,19.125
36005037200,"New York, NY",0.017,47.625
36005037300,"New York, NY",0.018000000000000002,30.365
36005037400,"New York, NY",0.004,22.486
36005037504,"New York, NY",0.062,20.959
36005037600,"New York, NY",0.012,49.104
36005037800,"New York, NY",0.057999999999999996,40.076
36005037900,"New York, NY",0.006999999999999999,25.085
36005038000,"New York, NY",0.013999999999999999,34.572
36005038100,"New York, NY",0.008,24.853
36005038200,"New York, NY",0.011000000000000001,45.256
36005038301,"New York, NY",0.012,24.612
36005038302,"New York, NY",0.001,16.756
36005038500,"New York, NY",0.013000000000000001,18.578
36005038600,"New York, NY",0.037000000000000005,52.165
36005038700,"New York, NY",0.184,21.19
36005038800,"New York, NY",0.003,56.607
36005038900,"New York, NY",0.253,25.953000000000007
36005039000,"New York, NY",0.021,34.531
36005039100,"New York, NY",0.163,24.043000000000006
36005039200,"New York, NY",0.015,35.515
36005039300,"New York, NY",0.042,19.025
36005039400,"New York, NY",0.031,34.348
36005039500,"New York, NY",0.008,23.529
36005039600,"New York, NY",0.013000000000000001,24.909
36005039700,"New York, NY",0.603,18.945
36005039800,"New York, NY",0.048,70.23
36005039901,"New York, NY",0.013000000000000001,24.936
36005039902,"New York, NY",0.077,24.852
36005040100,"New York, NY",0.039,36.22
36005040302,"New York, NY",0.02,22.318
36005040303,"New York, NY",0.052000000000000005,37.045
36005040304,"New York, NY",0.061,36.481
36005040400,"New York, NY",0.016,35.329
36005040501,"New York, NY",0.027999999999999997,29.647
36005040502,"New York, NY",0.012,22.626
36005040600,"New York, NY",0.005,28.966
36005040701,"New York, NY",0.046,31.045
36005040702,"New York, NY",0.13699999999999998,27.951
36005040800,"New York, NY",0.053,30.428
36005040900,"New York, NY",0.11800000000000001,50.669
36005041100,"New York, NY",0.127,32.126999999999995
36005041300,"New York, NY",0.121,37.719
36005041400,"New York, NY",0.085,54.583
36005041500,"New York, NY",0.10400000000000001,33.89
36005041800,"New York, NY",0.026000000000000002,38.178
36005041900,"New York, NY",0.166,37.143
36005042000,"New York, NY",0.05,24.67
36005042100,"New York, NY",0.122,39.231
36005042200,"New York, NY",0.037000000000000005,52.65600000000001
36005042300,"New York, NY",0.154,40.151
36005042400,"New York, NY",0.04,57.5
36005042500,"New York, NY",0.129,35.392
36005042600,"New York, NY",0.009000000000000001,61.25
36005042800,"New York, NY",0.038,61.515
36005042901,"New York, NY",0.159,37.317
36005042902,"New York, NY",0.091,26.823
36005043000,"New York, NY",0.064,51.399
36005043100,"New York, NY",0.035,32.745
36005043400,"New York, NY",0.036000000000000004,45.136
36005043500,"New York, NY",0.0,20.417
36005043600,"New York, NY",0.066,57.645
36005044200,"New York, NY",0.03,38.849
36005044400,"New York, NY",0.048,59.65600000000001
36005044800,"New York, NY",0.027000000000000003,82.303
36005044901,"New York, NY",0.7909999999999999,67.53699999999999
36005044902,"New York, NY",0.8220000000000001,54.844
36005045101,"New York, NY",0.867,59.788
36005045102,"New York, NY",0.812,75.673
36005045600,"New York, NY",0.158,73.309
36005045800,"New York, NY",0.016,19.632
36005046000,"New York, NY",0.025,39.769
36005046201,"New York, NY",0.099,44.856
36005046202,"New York, NY",0.036000000000000004,35.096
36005048400,"New York, NY",0.051,69.95
36005050400,"New York, NY",0.259,29.844
36005051600,"New York, NY",0.765,75.893
36029000110,"Buffalo, NY",0.6729999999999999,37.9
36029000200,"Buffalo, NY",0.8170000000000001,30.814
36029000500,"Buffalo, NY",0.79,34.871
36029000600,"Buffalo, NY",0.846,48.372
36029000700,"Buffalo, NY",0.9640000000000001,62.722
36029000800,"Buffalo, NY",0.887,48.611
36029000900,"Buffalo, NY",0.892,47.222
36029001000,"Buffalo, NY",0.871,45.976000000000006
36029001100,"Buffalo, NY",0.894,31.28
36029001402,"Buffalo, NY",0.036000000000000004,21.961
36029001500,"Buffalo, NY",0.077,22.574
36029001600,"Buffalo, NY",0.213,12.215
36029001700,"Buffalo, NY",0.615,21.053
36029001900,"Buffalo, NY",0.833,42.5
36029002300,"Buffalo, NY",0.755,23.571
36029002400,"Buffalo, NY",0.6940000000000001,30.265
36029002502,"Buffalo, NY",0.077,26.913
36029002702,"Buffalo, NY",0.215,15.893
36029002800,"Buffalo, NY",0.28300000000000003,21.863000000000003
36029002900,"Buffalo, NY",0.326,24.55
36029003000,"Buffalo, NY",0.124,23.286
36029003100,"Buffalo, NY",0.07,24.593000000000004
36029003301,"Buffalo, NY",0.06,27.027
36029003302,"Buffalo, NY",0.073,20.742
36029003400,"Buffalo, NY",0.021,25.321
36029003500,"Buffalo, NY",0.035,17.083
36029003600,"Buffalo, NY",0.139,24.62
36029003700,"Buffalo, NY",0.091,22.875
36029003800,"Buffalo, NY",0.081,26.567
36029003901,"Buffalo, NY",0.026000000000000002,28.59
36029004001,"Buffalo, NY",0.098,18.915
36029004100,"Buffalo, NY",0.083,31.349
36029004200,"Buffalo, NY",0.084,28.852
36029004300,"Buffalo, NY",0.121,34.641
36029004401,"Buffalo, NY",0.066,34.688
36029004402,"Buffalo, NY",0.008,12.696
36029004500,"Buffalo, NY",0.675,60.127
36029004601,"Buffalo, NY",0.485,45.069
36029004700,"Buffalo, NY",0.152,34.649
36029004800,"Buffalo, NY",0.8170000000000001,72.5
36029004900,"Buffalo, NY",0.7709999999999999,46.399
36029005000,"Buffalo, NY",0.562,39.437
36029005100,"Buffalo, NY",0.7140000000000001,40.948
36029005201,"Buffalo, NY",0.831,58.948
36029005202,"Buffalo, NY",0.39,33.019
36029005300,"Buffalo, NY",0.556,29.063
36029005400,"Buffalo, NY",0.78,55.917
36029005500,"Buffalo, NY",0.45799999999999996,26.992
36029005600,"Buffalo, NY",0.35100000000000003,26.63
36029005700,"Buffalo, NY",0.47,19.631
36029005801,"Buffalo, NY",0.703,26.398000000000003
36029005802,"Buffalo, NY",0.503,25.798
36029005900,"Buffalo, NY",0.524,19.545
36029006100,"Buffalo, NY",0.265,26.638
36029006301,"Buffalo, NY",0.777,56.719
36029006302,"Buffalo, NY",0.938,75.382
36029006501,"Buffalo, NY",0.6709999999999999,45.165
36029006601,"Buffalo, NY",0.54,30.538
36029006602,"Buffalo, NY",0.71,32.433
36029006701,"Buffalo, NY",0.725,45.825
36029006702,"Buffalo, NY",0.628,36.563
36029006800,"Buffalo, NY",0.7709999999999999,37.583
36029006901,"Buffalo, NY",0.22699999999999998,19.199
36029006902,"Buffalo, NY",0.451,20.25
36029007000,"Buffalo, NY",0.29,20.462
36029007101,"Buffalo, NY",0.162,17.675
36029007102,"Buffalo, NY",0.242,16.84
36029007202,"Buffalo, NY",0.465,44.57100000000001
36029016300,"Buffalo, NY",0.784,27.061
36029016400,"Buffalo, NY",0.33,21.82
36029016500,"Buffalo, NY",0.574,43.676
36029016600,"Buffalo, NY",0.018000000000000002,26.442
36029016700,"Buffalo, NY",0.892,34.009
36029016800,"Buffalo, NY",0.040999999999999995,21.101
36029016900,"Buffalo, NY",0.654,50.217
36029017000,"Buffalo, NY",0.057,27.5
36029017100,"Buffalo, NY",0.244,25.854
36029017400,"Buffalo, NY",0.511,20.489
36047000100,"New York, NY",0.6809999999999999,80.318
36047000200,"New York, NY",0.077,35.5
36047000301,"New York, NY",0.741,105.509
36047000501,"New York, NY",0.733,110.625
36047000502,"New York, NY",0.7809999999999999,90.375
36047000700,"New York, NY",0.779,135.096
36047000900,"New York, NY",0.7140000000000001,117.348
36047001100,"New York, NY",0.599,103.5
36047001300,"New York, NY",0.588,109.821
36047001500,"New York, NY",0.33799999999999997,90.993
36047002000,"New York, NY",0.079,71.442
36047002100,"New York, NY",0.759,204.205
36047002200,"New York, NY",0.166,38.702
36047002300,"New York, NY",0.011000000000000001,20.169
36047002901,"New York, NY",0.008,14.872
36047003000,"New York, NY",0.698,65.699
36047003100,"New York, NY",0.26,71.797
36047003300,"New York, NY",0.552,98.472
36047003400,"New York, NY",0.7759999999999999,84.09100000000002
36047003500,"New York, NY",0.282,60.435
36047003600,"New York, NY",0.526,70.081
36047003700,"New York, NY",0.722,101.579
36047003800,"New York, NY",0.6409999999999999,99.459
36047003900,"New York, NY",0.484,104.728
36047004100,"New York, NY",0.68,108.105
36047004300,"New York, NY",0.638,108.929
36047004400,"New York, NY",0.805,86.667
36047004500,"New York, NY",0.845,126.25
36047004600,"New York, NY",0.8290000000000001,90.556
36047004700,"New York, NY",0.483,104.471
36047004900,"New York, NY",0.664,104.444
36047005000,"New York, NY",0.8220000000000001,82.802
36047005100,"New York, NY",0.628,87.43799999999997
36047005201,"New York, NY",0.745,17.129
36047005202,"New York, NY",0.852,68.75
36047005300,"New York, NY",0.45,70.737
36047005400,"New York, NY",0.758,57.928
36047005601,"New York, NY",0.7040000000000001,52.761
36047005602,"New York, NY",0.672,53.167
36047005800,"New York, NY",0.612,47.118
36047005900,"New York, NY",0.629,57.135
36047006000,"New York, NY",0.708,68.438
36047006200,"New York, NY",0.579,45.139
36047006300,"New York, NY",0.7559999999999999,90.341
36047006400,"New York, NY",0.77,51.667
36047006500,"New York, NY",0.878,104.172
36047006600,"New York, NY",0.635,59.852
36047006700,"New York, NY",0.863,156.118
36047006800,"New York, NY",0.513,37.012
36047006900,"New York, NY",0.6409999999999999,116.058
36047007000,"New York, NY",0.552,43.309
36047007100,"New York, NY",0.22,31.632
36047007200,"New York, NY",0.162,37.14
36047007400,"New York, NY",0.057,40.625
36047007500,"New York, NY",0.6729999999999999,135.218
36047007600,"New York, NY",0.09699999999999999,32.616
36047007700,"New York, NY",0.6970000000000001,120.29
36047007800,"New York, NY",0.054000000000000006,39.375
36047008000,"New York, NY",0.121,49.081
36047008200,"New York, NY",0.11,42.412
36047008400,"New York, NY",0.19899999999999998,43.942
36047008500,"New York, NY",0.013999999999999999,14.002
36047008800,"New York, NY",0.184,40.982
36047009000,"New York, NY",0.10099999999999999,33.654
36047009200,"New York, NY",0.084,39.122
36047009400,"New York, NY",0.158,38.46
36047009600,"New York, NY",0.163,38.148
36047009800,"New York, NY",0.039,29.232
36047010000,"New York, NY",0.067,27.529
36047010100,"New York, NY",0.258,44.25899999999999
36047010200,"New York, NY",0.059000000000000004,43.646
36047010400,"New York, NY",0.055,34.412
36047010600,"New York, NY",0.04,33.09
36047010800,"New York, NY",0.092,31.4
36047011000,"New York, NY",0.19899999999999998,38.618
36047011200,"New York, NY",0.37,30.142
36047011400,"New York, NY",0.605,42.159
36047011600,"New York, NY",0.105,34.279
36047011700,"New York, NY",0.565,74.125
36047011800,"New York, NY",0.09,29.438
36047011900,"New York, NY",0.48200000000000004,82.5
36047012000,"New York, NY",0.057999999999999996,55.0
36047012100,"New York, NY",0.585,81.875
36047012200,"New York, NY",0.168,35.363
36047012600,"New York, NY",0.311,36.993
36047012700,"New York, NY",0.23199999999999998,45.787
36047012801,"New York, NY",0.317,44.583
36047012901,"New York, NY",0.462,77.898
36047012902,"New York, NY",0.603,87.321
36047013000,"New York, NY",0.514,50.306
36047013100,"New York, NY",0.5579999999999999,104.688
36047013200,"New York, NY",0.389,56.442
36047013300,"New York, NY",0.698,132.768
36047013400,"New York, NY",0.6559999999999999,67.5
36047013500,"New York, NY",0.659,118.472
36047013600,"New York, NY",0.77,68.182
36047013700,"New York, NY",0.625,94.925
36047013800,"New York, NY",0.655,61.33600000000001
36047013900,"New York, NY",0.591,89.083
36047014000,"New York, NY",0.823,58.93899999999999
36047014100,"New York, NY",0.519,91.719
36047014200,"New York, NY",0.679,49.35
36047014300,"New York, NY",0.341,67.955
36047014500,"New York, NY",0.48200000000000004,62.602
36047014700,"New York, NY",0.47600000000000003,70.669
36047014800,"New York, NY",0.934,60.486
36047014900,"New York, NY",0.677,104.735
36047015000,"New York, NY",0.813,89.663
36047015100,"New York, NY",0.6559999999999999,112.824
36047015200,"New York, NY",0.662,70.357
36047015300,"New York, NY",0.759,110.303
36047015500,"New York, NY",0.789,108.715
36047015700,"New York, NY",0.818,106.781
36047015900,"New York, NY",0.7490000000000001,117.704
36047016000,"New York, NY",0.47600000000000003,61.078
36047016100,"New York, NY",0.626,101.563
36047016200,"New York, NY",0.596,70.441
36047016300,"New York, NY",0.5660000000000001,79.286
36047016400,"New York, NY",0.5489999999999999,60.357
36047016500,"New York, NY",0.7490000000000001,122.537
36047016600,"New York, NY",0.852,66.771
36047016700,"New York, NY",0.775,108.365
36047016800,"New York, NY",0.7440000000000001,82.917
36047016900,"New York, NY",0.612,73.051
36047017000,"New York, NY",0.457,67.976
36047017100,"New York, NY",0.815,103.319
36047017200,"New York, NY",0.348,92.583
36047017400,"New York, NY",0.5529999999999999,66.941
36047017600,"New York, NY",0.47100000000000003,53.347
36047017800,"New York, NY",0.32,54.813
36047017900,"New York, NY",0.19699999999999998,56.782
36047018000,"New York, NY",0.502,55.28
36047018100,"New York, NY",0.545,82.255
36047018200,"New York, NY",0.28,38.708
36047018300,"New York, NY",0.545,93.456
36047018400,"New York, NY",0.54,69.375
36047018501,"New York, NY",0.048,20.635
36047018600,"New York, NY",0.598,69.96300000000001
36047018700,"New York, NY",0.353,93.393
36047018800,"New York, NY",0.531,53.065
36047019000,"New York, NY",0.305,43.0
36047019100,"New York, NY",0.373,86.25
36047019200,"New York, NY",0.551,39.31800000000001
36047019300,"New York, NY",0.336,53.45
36047019400,"New York, NY",0.231,39.75
36047019500,"New York, NY",0.391,72.119
36047019600,"New York, NY",0.33899999999999997,41.937
36047019700,"New York, NY",0.434,76.618
36047019800,"New York, NY",0.727,56.827
36047019900,"New York, NY",0.413,65.37899999999999
36047020000,"New York, NY",0.46,63.611
36047020100,"New York, NY",0.39299999999999996,81.885
36047020200,"New York, NY",0.6659999999999999,71.25
36047020300,"New York, NY",0.499,111.875
36047020400,"New York, NY",0.732,67.67
36047020500,"New York, NY",0.5670000000000001,78.71300000000002
36047020600,"New York, NY",0.5770000000000001,82.24
36047020700,"New York, NY",0.501,100.976
36047020800,"New York, NY",0.488,55.215
36047021000,"New York, NY",0.32899999999999996,49.6
36047021100,"New York, NY",0.168,52.083
36047021200,"New York, NY",0.239,36.411
36047021300,"New York, NY",0.17,42.794
36047021400,"New York, NY",0.413,47.5
36047021500,"New York, NY",0.395,60.081
36047021600,"New York, NY",0.7659999999999999,34.068000000000005
36047021700,"New York, NY",0.297,60.335
36047021800,"New York, NY",0.847,32.15
36047021900,"New York, NY",0.191,50.333
36047022000,"New York, NY",0.8490000000000001,30.0
36047022100,"New York, NY",0.242,44.222
36047022200,"New York, NY",0.8540000000000001,30.515
36047022400,"New York, NY",0.67,38.105
36047022600,"New York, NY",0.212,43.348
36047022700,"New York, NY",0.193,50.465
36047022800,"New York, NY",0.5379999999999999,35.089
36047022900,"New York, NY",0.27399999999999997,61.25
36047023000,"New York, NY",0.721,31.061
36047023100,"New York, NY",0.467,75.09
36047023200,"New York, NY",0.8340000000000001,30.574
36047023300,"New York, NY",0.168,38.566
36047023400,"New York, NY",0.991,25.804
36047023500,"New York, NY",0.569,47.67
36047023600,"New York, NY",0.951,25.466
36047023800,"New York, NY",0.9420000000000001,29.814
36047024000,"New York, NY",0.924,26.327
36047024100,"New York, NY",0.402,60.25
36047024200,"New York, NY",0.855,39.219
36047024300,"New York, NY",0.212,54.801
36047024400,"New York, NY",0.652,40.855
36047024500,"New York, NY",0.124,50.093
36047024600,"New York, NY",0.599,44.489
36047024700,"New York, NY",0.171,43.333
36047024800,"New York, NY",0.456,47.935
36047024900,"New York, NY",0.151,51.782
36047025000,"New York, NY",0.255,39.848
36047025100,"New York, NY",0.07400000000000001,30.603
36047025200,"New York, NY",0.43799999999999994,48.161
36047025300,"New York, NY",0.231,43.098
36047025400,"New York, NY",0.249,48.688
36047025500,"New York, NY",0.031,22.56
36047025600,"New York, NY",0.29,44.94
36047025700,"New York, NY",0.161,57.721
36047025800,"New York, NY",0.45399999999999996,45.484
36047025901,"New York, NY",0.22399999999999998,33.571
36047025902,"New York, NY",0.0,18.715
36047026000,"New York, NY",0.315,44.26600000000001
36047026100,"New York, NY",0.16899999999999998,34.167
36047026200,"New York, NY",0.405,56.563
36047026300,"New York, NY",0.076,39.286
36047026400,"New York, NY",0.354,45.69600000000001
36047026500,"New York, NY",0.091,38.558
36047026600,"New York, NY",0.509,60.214
36047026700,"New York, NY",0.156,46.0
36047026800,"New York, NY",0.488,42.34
36047026900,"New York, NY",0.081,54.653
36047027000,"New York, NY",0.679,33.663000000000004
36047027100,"New York, NY",0.05,36.667
36047027200,"New York, NY",0.525,49.7
36047027300,"New York, NY",0.062,34.545
36047027400,"New York, NY",0.473,40.383
36047027500,"New York, NY",0.125,57.357
36047027600,"New York, NY",0.268,45.587
36047027700,"New York, NY",0.018000000000000002,31.25
36047027800,"New York, NY",0.439,44.333
36047027900,"New York, NY",0.05,59.41
36047028000,"New York, NY",0.569,64.453
36047028100,"New York, NY",0.051,26.081
36047028200,"New York, NY",0.473,41.48
36047028300,"New York, NY",0.049,25.652
36047028400,"New York, NY",0.545,44.26300000000001
36047028501,"New York, NY",0.442,97.083
36047028502,"New York, NY",0.003,20.0
36047028600,"New York, NY",0.502,49.003
36047028700,"New York, NY",0.125,22.232
36047028800,"New York, NY",0.498,40.428
36047028900,"New York, NY",0.073,25.84
36047029000,"New York, NY",0.66,49.435
36047029100,"New York, NY",0.085,40.093
36047029200,"New York, NY",0.474,36.644
36047029300,"New York, NY",0.032,30.181
36047029400,"New York, NY",0.626,50.724
36047029500,"New York, NY",0.107,57.181
36047029600,"New York, NY",0.655,37.105
36047029700,"New York, NY",0.06,51.41
36047029800,"New York, NY",0.557,51.363
36047029900,"New York, NY",0.035,24.41
36047030000,"New York, NY",0.43799999999999994,47.552
36047030100,"New York, NY",0.013000000000000001,48.688
36047030200,"New York, NY",0.28800000000000003,53.892
36047030300,"New York, NY",0.009000000000000001,24.643
36047030400,"New York, NY",0.495,41.588
36047030500,"New York, NY",0.345,55.05
36047030600,"New York, NY",0.478,39.936
36047030700,"New York, NY",0.002,25.606
36047030800,"New York, NY",0.619,57.5
36047030900,"New York, NY",0.004,29.909
36047031100,"New York, NY",0.091,40.938
36047031300,"New York, NY",0.067,35.66
36047031400,"New York, NY",0.716,42.022
36047031500,"New York, NY",0.179,49.353
36047031701,"New York, NY",0.17300000000000001,40.833
36047031702,"New York, NY",0.134,46.40600000000001
36047031900,"New York, NY",0.121,42.292
36047032100,"New York, NY",0.132,36.798
36047032300,"New York, NY",0.102,47.972
36047032500,"New York, NY",0.085,39.807
36047032600,"New York, NY",0.139,22.493
36047032700,"New York, NY",0.14800000000000002,51.419
36047032800,"New York, NY",0.068,39.805
36047032900,"New York, NY",0.273,51.014
36047033000,"New York, NY",0.19699999999999998,20.705
36047033100,"New York, NY",0.615,37.5
36047033300,"New York, NY",0.662,45.288
36047033500,"New York, NY",0.5720000000000001,57.26
36047033600,"New York, NY",0.76,56.81800000000001
36047033700,"New York, NY",0.439,41.83
36047033900,"New York, NY",0.165,42.895
36047034000,"New York, NY",0.38,19.022
36047034100,"New York, NY",0.083,49.583
36047034200,"New York, NY",0.325,15.167
36047034300,"New York, NY",0.036000000000000004,25.494
36047034500,"New York, NY",0.011000000000000001,31.5
36047034700,"New York, NY",0.012,27.524
36047034800,"New York, NY",0.377,36.563
36047034900,"New York, NY",0.048,30.817
36047035000,"New York, NY",0.972,30.879
36047035100,"New York, NY",0.179,24.5
36047035200,"New York, NY",0.556,11.640999999999998
36047035300,"New York, NY",0.18100000000000002,37.064
36047035400,"New York, NY",0.992,47.74
36047035500,"New York, NY",0.122,32.483000000000004
36047035601,"New York, NY",0.99,31.795
36047035602,"New York, NY",0.9740000000000001,33.558
36047035700,"New York, NY",0.022000000000000002,21.384
36047035900,"New York, NY",0.003,30.685
36047036001,"New York, NY",0.958,25.03
36047036002,"New York, NY",0.816,16.477
36047036100,"New York, NY",0.006,23.5
36047036200,"New York, NY",0.34600000000000003,27.93
36047036300,"New York, NY",0.019,28.706
36047036400,"New York, NY",0.5489999999999999,37.795
36047036501,"New York, NY",0.043,40.526
36047036502,"New York, NY",0.021,37.708
36047036600,"New York, NY",0.379,33.951
36047036700,"New York, NY",0.027999999999999997,40.679
36047036900,"New York, NY",0.036000000000000004,30.0
36047037000,"New York, NY",0.625,66.993
36047037100,"New York, NY",0.006,44.617
36047037300,"New York, NY",0.045,30.426
36047037401,"New York, NY",0.865,52.083
36047037402,"New York, NY",0.7120000000000001,26.445
36047037500,"New York, NY",0.037000000000000005,43.942
36047037700,"New York, NY",0.08,47.093
36047037900,"New York, NY",0.025,41.154
36047038100,"New York, NY",0.04,23.664
36047038200,"New York, NY",0.10099999999999999,16.887999999999998
36047038300,"New York, NY",0.026000000000000002,57.835
36047038500,"New York, NY",0.045,38.333
36047038600,"New York, NY",0.41600000000000004,43.603
36047038700,"New York, NY",0.054000000000000006,29.882
36047038800,"New York, NY",0.8029999999999999,47.61600000000001
36047038900,"New York, NY",0.142,43.326
36047039000,"New York, NY",0.9059999999999999,45.32
36047039100,"New York, NY",0.1,37.841
36047039200,"New York, NY",0.775,35.55
36047039300,"New York, NY",0.153,54.583
36047039400,"New York, NY",0.861,44.722
36047039500,"New York, NY",0.083,25.842
36047039600,"New York, NY",0.914,45.765
36047039700,"New York, NY",0.125,35.16
36047039800,"New York, NY",0.415,44.808
36047039900,"New York, NY",0.067,39.233
36047040000,"New York, NY",0.396,43.69
36047040100,"New York, NY",0.099,42.052
36047040200,"New York, NY",0.41100000000000003,40.978
36047040300,"New York, NY",0.032,26.566
36047040400,"New York, NY",0.493,39.461
36047040500,"New York, NY",0.019,50.179
36047040600,"New York, NY",0.358,45.486
36047040800,"New York, NY",0.34700000000000003,45.511
36047040900,"New York, NY",0.063,34.547
36047041000,"New York, NY",0.674,47.424
36047041100,"New York, NY",0.042,35.632
36047041200,"New York, NY",0.621,47.371
36047041300,"New York, NY",0.08800000000000001,38.35
36047041401,"New York, NY",0.888,48.75
36047041402,"New York, NY",0.995,31.063
36047041500,"New York, NY",0.036000000000000004,51.386
36047041600,"New York, NY",0.778,44.679
36047041700,"New York, NY",0.025,27.552
36047041800,"New York, NY",0.856,24.984
36047041900,"New York, NY",0.095,37.76300000000001
36047042000,"New York, NY",0.843,50.0
36047042100,"New York, NY",0.105,32.864000000000004
36047042200,"New York, NY",0.758,60.25
36047042300,"New York, NY",0.157,45.648
36047042400,"New York, NY",0.619,41.977
36047042500,"New York, NY",0.221,42.309
36047042600,"New York, NY",0.40299999999999997,45.878
36047042700,"New York, NY",0.14300000000000002,45.115
36047042800,"New York, NY",0.624,49.511
36047042900,"New York, NY",0.147,44.894
36047043000,"New York, NY",0.45799999999999996,40.771
36047043100,"New York, NY",0.12,35.867
36047043200,"New York, NY",0.466,42.462
36047043300,"New York, NY",0.07200000000000001,32.883
36047043400,"New York, NY",0.6409999999999999,44.375
36047043500,"New York, NY",0.051,41.99
36047043600,"New York, NY",0.634,42.20399999999999
36047043700,"New York, NY",0.13,43.316
36047043800,"New York, NY",0.7440000000000001,38.542
36047043900,"New York, NY",0.045,38.582
36047044000,"New York, NY",0.852,46.0
36047044100,"New York, NY",0.084,45.049
36047044200,"New York, NY",0.9590000000000001,45.78100000000001
36047044300,"New York, NY",0.154,52.222
36047044400,"New York, NY",0.8490000000000001,47.794
36047044500,"New York, NY",0.184,42.198
36047044600,"New York, NY",0.556,58.977
36047044700,"New York, NY",0.20600000000000002,51.333
36047044800,"New York, NY",0.785,54.474
36047044900,"New York, NY",0.205,39.375
36047045000,"New York, NY",0.9640000000000001,78.438
36047045200,"New York, NY",0.92,65.595
36047045300,"New York, NY",0.263,51.1
36047045400,"New York, NY",0.8220000000000001,45.455
36047045600,"New York, NY",0.879,40.06800000000001
36047045800,"New York, NY",0.973,67.67399999999999
36047046000,"New York, NY",0.47600000000000003,49.517
36047046201,"New York, NY",0.715,37.813
36047046202,"New York, NY",0.851,55.588
36047046400,"New York, NY",0.91,47.26600000000001
36047046800,"New York, NY",0.971,28.274
36047047000,"New York, NY",0.965,43.529
36047047200,"New York, NY",0.9890000000000001,52.034
36047047400,"New York, NY",0.9470000000000001,57.895
36047047600,"New York, NY",0.9079999999999999,47.477
36047047700,"New York, NY",0.73,81.65899999999998
36047047800,"New York, NY",0.74,28.477
36047048000,"New York, NY",0.688,41.042
36047048100,"New York, NY",0.542,72.891
36047048200,"New York, NY",0.5429999999999999,30.728
36047048400,"New York, NY",0.726,36.939
36047048500,"New York, NY",0.465,79.259
36047048600,"New York, NY",0.24100000000000002,33.833
36047048800,"New York, NY",0.513,45.108
36047048900,"New York, NY",0.006,20.943
36047049000,"New York, NY",0.5589999999999999,34.306
36047049100,"New York, NY",0.139,33.739000000000004
36047049200,"New York, NY",0.44299999999999995,43.35
36047049300,"New York, NY",0.171,32.508
36047049400,"New York, NY",0.56,47.441
36047049500,"New York, NY",0.625,65.5
36047049600,"New York, NY",0.384,64.009
36047049700,"New York, NY",0.76,75.694
36047049800,"New York, NY",0.396,51.795
36047049900,"New York, NY",0.7759999999999999,77.868
36047050000,"New York, NY",0.579,75.49600000000002
36047050100,"New York, NY",0.7120000000000001,73.155
36047050202,"New York, NY",0.8220000000000001,75.875
36047050300,"New York, NY",0.7,67.61
36047050400,"New York, NY",0.547,86.719
36047050500,"New York, NY",0.271,25.775
36047050600,"New York, NY",0.129,44.271
36047050700,"New York, NY",0.698,31.458
36047050801,"New York, NY",0.038,42.024
36047050803,"New York, NY",0.16699999999999998,41.585
36047050804,"New York, NY",0.098,50.2
36047050900,"New York, NY",0.893,30.625
36047051001,"New York, NY",0.044000000000000004,44.538
36047051002,"New York, NY",0.066,43.702
36047051100,"New York, NY",0.29,31.369
36047051200,"New York, NY",0.057999999999999996,37.4
36047051300,"New York, NY",0.4970000000000001,66.59899999999999
36047051400,"New York, NY",0.08900000000000001,45.712
36047051500,"New York, NY",0.551,91.875
36047051601,"New York, NY",0.046,31.062
36047051602,"New York, NY",0.06,38.802
36047051700,"New York, NY",0.731,95.714
36047051800,"New York, NY",0.22,66.515
36047051900,"New York, NY",0.723,84.73899999999998
36047052000,"New York, NY",0.259,51.544
36047052300,"New York, NY",0.324,45.0
