GEOID,land_area,total_pop,median_age
12057004200,1031306,1163.0,36.1
12057004300,748980,3749.0,19.5
12057004400,949010,2332.0,36.7
12057004500,1889291,4252.0,37.2
12057004600,5944138,3537.0,37.5
12057004700,1808621,2634.0,40.8
12057004800,2546601,3835.0,43.8
12057004900,1813475,3923.0,28.0
12057005000,1829392,5743.0,20.2
12057005101,1866212,1287.0,38.2
12057005102,695171,3492.0,38.3
12057005301,840083,2787.0,30.0
12057005302,7890915,2017.0,35.2
12057005401,3477466,5091.0,44.8
12057005500,948573,2127.0,34.8
12057005700,1732952,3813.0,35.8
12057005800,2988608,4757.0,38.3
12057005900,3704685,6065.0,46.6
12057006000,3189965,5227.0,38.0
12057006101,1225385,2786.0,35.7
12057006103,1231611,3485.0,49.6
12057006200,1654261,3971.0,36.0
12057006300,1795213,4075.0,37.5
12057006400,2235781,3942.0,42.6
12057006501,1404847,3539.0,39.1
12057006502,1102556,1719.0,36.4
12057006600,1951483,3770.0,43.1
12057006700,2813278,5235.0,44.6
12057006801,1962702,4535.0,39.2
12057006802,1699766,3382.0,39.3
12057006900,3000707,5839.0,42.7
12057007001,2277771,3501.0,37.1
12057007002,1290192,3652.0,26.3
12057007102,1657835,2285.0,34.4
12057007103,1937266,3778.0,42.6
12057007200,5387724,3876.0,35.5
12057007300,21574286,1860.0,21.7
12057010205,7347053,8971.0,36.3
12057010209,17015397,10487.0,30.6
12057010210,3320770,4224.0,30.9
12057010211,5734800,5402.0,38.0
12057010212,3614066,4970.0,38.5
12057010501,1931882,4765.0,32.6
12057010805,1897616,5029.0,27.4
12057010809,1301313,3293.0,24.9
12057010816,1260260,4223.0,29.7
12057011008,21503555,6515.0,29.8
12057011010,5139480,5042.0,26.0
12057011012,8113198,6259.0,36.4
12057011013,3215536,3335.0,32.2
12057011014,2464707,923.0,26.8
12057011015,12874845,6350.0,28.6
12057011016,5295673,3179.0,32.4
12057011205,2204471,3011.0,40.0
12057011206,2018022,2816.0,43.5
12057011304,3933269,5064.0,42.7
12057011605,8155456,6377.0,39.9
12057011708,3905295,3982.0,33.1
12057011709,1600674,758.0,36.9
12057011712,2516922,5269.0,35.9
12057011802,3305729,7136.0,43.8
12057011901,2050906,5780.0,28.9
12057011902,3466088,7125.0,37.6
12057011904,512457,1841.0,31.5
12057011905,660574,1431.0,38.9
12057011906,1560089,4147.0,38.5
12057012001,7210870,2269.0,43.5
12057012002,5050816,3735.0,38.1
12057012211,9674775,2328.0,30.1
12057013501,6933729,4033.0,33.7
12057013503,2631633,3634.0,40.1
12057013604,19631682,1035.0,37.3
12086001002,2417969,5320.0,42.1
12086001004,2503108,6003.0,28.6
12086001006,1296350,5166.0,31.2
12086001104,2572284,4876.0,39.8
12086001301,1533021,4163.0,48.4
12086001302,1674493,6264.0,37.8
12086001401,1227964,5562.0,32.5
12086001402,1181551,6250.0,25.6
12086001501,668455,4062.0,23.1
12086001502,1691399,3813.0,25.5
12086001703,2488360,5371.0,41.9
12086001801,1306932,3801.0,32.7
12086001802,1100984,3973.0,34.6
12086001901,1316821,3491.0,39.1
12086001903,673456,3348.0,32.5
12086001904,1109145,3630.0,37.0
12086002001,1066692,3762.0,37.9
12086002003,823287,3344.0,35.1
12086002004,715950,2932.0,40.1
12086002100,1928374,2605.0,42.4
12086002201,987018,3766.0,34.9
12086002202,1598935,6155.0,37.3
12086002300,1707957,5206.0,33.5
12086002402,1356239,5266.0,36.3
12086002403,942408,4445.0,35.9
12086002404,920633,5031.0,38.6
12086002501,945956,5038.0,35.0
12086002502,1044275,5151.0,30.7
12086002600,1379298,6068.0,32.0
12086002702,1009723,3123.0,36.8
12086002703,519359,5770.0,37.7
12086002705,363304,2787.0,35.8
12086002706,336296,3349.0,36.4
12086002800,892089,1548.0,41.9
12086002900,1427841,7085.0,38.1
12086003001,1259660,2253.0,38.6
12086003003,1004133,6958.0,36.2
12086003004,937218,4530.0,41.6
12086003100,1079068,4439.0,34.8
12086003400,855470,1688.0,40.9
12086003601,822443,3535.0,33.6
12086003602,698315,7203.0,40.1
12086003702,1280719,3827.0,34.7
12086003703,160291,1591.0,30.6
12086003704,244280,1479.0,28.8
12086003705,123022,1209.0,30.9
12086003707,168333,1174.0,32.5
12086004500,1412255,4011.0,47.3
12086004901,1485324,3321.0,38.1
12086004902,1282317,6980.0,39.8
12086005001,1675616,8358.0,43.7
12086005002,1045385,5856.0,47.1
12086005102,988207,4014.0,52.9
12086005103,328681,2529.0,37.7
12086005104,628873,3725.0,32.3
12086005201,599217,5565.0,41.3
12086005202,482041,6026.0,36.1
12086005302,597389,7154.0,34.8
12086005303,350631,3417.0,41.6
12086005304,337973,4551.0,39.3
12086005403,263316,1300.0,46.4
12086005405,578210,3380.0,41.2
12086005406,451903,4198.0,40.6
12086005407,650089,2172.0,43.4
12086005409,329227,3714.0,43.5
12086005410,323419,3286.0,41.9
12086005501,1296009,6435.0,49.5
12086005502,1297577,6993.0,43.1
12086005600,1313020,5454.0,47.1
12086005701,1428931,6471.0,49.9
12086005703,396431,6908.0,44.4
12086005704,1318018,7879.0,43.6
12086005801,1505764,8216.0,47.2
12086005802,2145270,9961.0,46.8
12086006301,1302688,6739.0,47.8
12086006302,1387397,4859.0,42.6
12086006401,666540,3781.0,41.8
12086006402,665133,3697.0,44.4
12086006403,707633,3640.0,43.7
12086006501,677389,3409.0,41.7
12086006503,672430,2792.0,50.7
12086006504,608460,2523.0,42.5
12086006601,1494573,7797.0,38.0
12086006602,618916,4937.0,33.8
12086006702,1899763,8846.0,30.9
12086006705,190017,2886.0,49.5
12086006706,268384,2392.0,35.1
12086006707,180056,4309.0,37.4
12086006709,91954,977.0,34.9
12086006711,95966,2350.0,32.4
12086006713,96466,1899.0,27.3
12086006714,112211,1939.0,35.3
12086006801,1181857,2800.0,42.9
12086006802,2305472,3974.0,48.6
12086006900,1603677,6200.0,41.9
12086007001,1255271,9274.0,41.7
12086007002,1528002,7726.0,39.8
12086007101,610411,2450.0,37.1
12086007103,334038,1629.0,36.4
12086007104,609296,3047.0,35.3
12086007200,911072,2639.0,36.8
12086007300,2892679,4067.0,43.7
12086007400,4026124,6851.0,46.5
12086490100,631680,1917.0,41.7
12095010200,1777890,4837.0,37.8
12095010300,1625852,2600.0,42.7
12095010400,549354,1597.0,20.9
12095010500,787552,1098.0,40.4
12095010802,1776779,2777.0,38.9
12095011000,1730738,3038.0,34.5
12095011100,1434328,2951.0,39.5
12095011200,2206975,3250.0,39.7
12095011300,2873231,4657.0,36.2
12095011600,3795660,4374.0,33.3
12095011701,2744229,4268.0,33.4
12095011702,2370773,3752.0,32.3
12095012000,3089468,7019.0,33.6
12095012401,2833843,8082.0,30.5
12095012402,2549518,5370.0,32.0
12095012403,6836325,4765.0,33.6
12095012500,2046400,2121.0,47.9
12095012600,3518235,4662.0,41.2
12095012701,2467824,5194.0,34.2
12095012800,3263514,3688.0,43.9
12095012900,2741163,2780.0,38.3
12095013201,2595712,4131.0,33.0
12095013300,3292934,6838.0,41.6
12095013402,1992233,3483.0,35.8
12095013403,1268492,3542.0,35.4
12095013405,623171,2043.0,30.2
12095013406,1386341,3548.0,36.9
12095013503,431554,2486.0,30.5
12095013505,2492624,4107.0,36.0
12095013507,10071888,6851.0,30.2
12095013508,695552,2720.0,30.5
12095013509,634609,1354.0,40.2
12095013510,456017,1810.0,30.5
12095013511,3031532,5167.0,40.8
12095013512,1983258,5213.0,30.4
12095013603,2186212,5039.0,36.8
12095013604,1722421,6228.0,32.0
12095013605,1958931,3785.0,32.9
12095013606,7411871,3857.0,29.6
12095013607,3364541,5876.0,35.0
12095013701,1330379,5198.0,31.5
12095013702,1970509,4887.0,37.8
12095013801,1308956,2794.0,35.5
12095013802,1800618,2820.0,44.1
12095013803,1568316,2567.0,41.3
12095013900,2838120,3939.0,42.0
12095014000,5158809,6604.0,47.5
12095014400,2669644,3619.0,39.9
12095014502,1276122,4325.0,32.0
12095014503,1657312,3386.0,35.8
12095014504,3558034,6199.0,31.1
12095014601,3927108,7046.0,26.8
12095014605,2299032,4355.0,38.6
12095014606,4107904,7209.0,30.0
12095014607,2787823,4776.0,35.5
12095014608,2246014,4289.0,32.0
12095014609,2669496,5957.0,27.6
12095014702,1802733,5055.0,29.9
12095014703,1640483,2143.0,28.1
12095014704,4251371,11528.0,32.8
12095014807,4854427,6613.0,35.8
12095014811,5286896,5553.0,44.6
12095014812,6841922,5568.0,33.0
12095014813,2382470,3866.0,40.6
12095015202,5227475,6809.0,31.7
12095015300,3888362,3118.0,39.5
12095015402,2112665,1804.0,45.9
12095016704,390068445,16912.0,32.9
12095016709,3084421,6707.0,35.8
12095016710,4847462,5033.0,33.9
12095016732,45881635,16238.0,38.0
12095016733,3020121,6514.0,35.4
12095016734,14767457,12891.0,33.5
12095016802,86679202,6518.0,37.5
12095016804,16080769,4427.0,39.6
12095016806,20129682,12216.0,36.7
12095016902,9854765,5156.0,37.8
12095016903,4261510,15071.0,27.6
12095017001,27308085,3262.0,29.2
12095018200,5530084,10242.0,35.2
12095018300,5222090,2911.0,46.9
12095018400,6123765,2430.0,36.6
12095018500,3966566,4151.0,33.8
12095018700,9627912,5289.0,33.0
12095018800,2818866,3127.0,35.6
12095018900,4246943,7201.0,34.3
13089020100,1084913,1853.0,41.5
13089020200,1503257,2040.0,34.6
13089020300,1924066,3767.0,36.7
13089020400,1012309,2451.0,34.5
13089020500,1686246,2922.0,39.8
13089020600,1107284,1867.0,33.2
13089020700,1264899,2060.0,35.1
13089020801,1385397,2592.0,39.5
13089020802,2745216,4256.0,35.3
13089020900,4352832,5676.0,38.1
13089022401,2683656,4489.0,34.0
13089022403,4837859,3929.0,42.4
13089023101,3549361,4823.0,35.1
13089023700,4782602,5266.0,37.7
13121000100,3346922,4469.0,40.0
13121000200,2878573,6101.0,41.3
13121000400,1556963,1642.0,44.2
13121000500,3295682,5159.0,30.3
13121000600,1448252,6416.0,24.1
13121000700,1746026,2917.0,31.0
13121001001,935255,2531.0,26.8
13121001002,1763402,7550.0,20.1
13121001100,471151,3797.0,40.9
13121001201,567400,3484.0,35.0
13121001202,481225,3518.0,32.3
13121001300,1316970,4492.0,34.3
13121001400,722970,2157.0,36.8
13121001500,1151121,4192.0,33.0
13121001600,921684,2162.0,31.2
13121001700,1247838,3314.0,31.3
13121001800,916983,4126.0,37.1
13121001900,996267,4361.0,22.4
13121002100,796144,2851.0,32.5
13121002300,1122539,1263.0,48.0
13121002400,1352247,1774.0,35.6
13121002500,872202,1884.0,32.6
13121002600,955900,987.0,27.4
13121002800,748078,4120.0,21.5
13121002900,714883,2401.0,32.4
13121003000,1183370,2904.0,34.4
13121003100,875791,1937.0,31.2
13121003200,1063939,2166.0,34.2
13121003500,1406159,2050.0,38.1
13121003600,394280,1364.0,27.7
13121003700,90578,30.0,
13121003800,834768,3765.0,20.0
13121003900,833921,1711.0,32.8
13121004000,1618675,2420.0,40.7
13121004100,1265636,1836.0,33.3
13121004200,1247420,2593.0,42.7
13121004300,614423,2646.0,20.6
13121004400,825543,2036.0,26.1
13121004800,393131,974.0,33.3
13121004900,1094029,2696.0,34.3
13121005000,1360060,2074.0,34.8
13121005200,2267292,4938.0,33.5
13121005300,2215255,3702.0,34.4
13121005501,1192735,2537.0,31.1
13121005502,1702172,2645.0,27.3
13121005700,832271,1768.0,33.9
13121005800,1256443,1754.0,36.5
13121006000,1560671,3083.0,41.2
13121006100,2246955,3614.0,39.9
13121006200,1040290,1366.0,34.6
13121006300,1325767,1630.0,41.2
13121006400,1256283,1082.0,29.4
13121006500,3280251,4030.0,40.1
13121006601,1954143,2413.0,35.6
13121006602,634879,1091.0,31.4
13121006700,3381412,3837.0,39.4
13121006802,725838,1907.0,15.4
13121006900,3150598,3659.0,33.6
13121007001,4561615,4730.0,32.4
13121007002,4372162,2217.0,31.0
13121007100,2477899,1927.0,40.9
13121007200,8962737,1978.0,33.4
13121007300,7613999,7922.0,29.3
13121007400,2325712,2959.0,36.8
13121007500,3295626,3435.0,37.8
13121007602,3369940,2705.0,38.2
13121007603,3153491,4685.0,31.7
13121007604,1118927,2242.0,36.0
13121007703,4526553,3759.0,36.0
13121007704,6762105,5496.0,35.1
13121007705,3297152,4969.0,28.5
13121007706,12682815,9337.0,31.9
13121007802,13317195,9295.0,32.7
13121007805,15037645,3385.0,41.4
13121007806,4965063,6396.0,39.7
13121007807,2898746,2854.0,38.9
13121007808,1630895,4273.0,22.1
13121007900,8448794,6050.0,45.5
13121008000,5912417,5383.0,39.1
13121008101,903030,1165.0,46.3
13121008102,7213060,6834.0,36.5
13121008201,5357899,6640.0,42.7
13121008202,6925157,2046.0,36.6
13121008301,2628170,2152.0,41.1
13121008302,1890474,1669.0,41.8
13121008400,1778033,3255.0,32.0
13121008500,3793334,3492.0,36.1
13121008601,4510093,4643.0,28.9
13121008602,4544177,1172.0,36.1
13121008700,7711696,4235.0,34.0
13121008800,9633755,5148.0,32.8
13121008902,6925439,6357.0,29.4
13121008903,1151135,1771.0,31.7
13121008904,2983477,4776.0,35.6
13121009000,3150789,4698.0,32.0
13121009101,1701637,4783.0,34.2
13121009102,1571984,3147.0,32.2
13121009200,3487142,6577.0,33.2
13121009300,2417626,4449.0,36.9
13121009402,1337457,5115.0,28.7
13121009403,1178580,5538.0,31.1
13121009404,2060270,4737.0,35.0
13121009501,4503267,3823.0,51.5
13121009502,1868079,3112.0,43.3
13121009601,822059,2417.0,31.3
13121009602,2379606,4717.0,40.8
13121009603,1878352,3901.0,33.8
13121009700,10524240,4069.0,42.9
13121009801,5651677,4544.0,42.0
13121009802,10402093,4394.0,43.9
13121009900,7759919,4346.0,40.9
13121010001,4042846,4291.0,36.9
13121010002,6266987,7073.0,39.5
13121010114,4045930,7356.0,32.6
13121010206,14786804,5029.0,46.8
13121010211,3828628,3495.0,41.0
13121010303,34375541,10181.0,36.3
13121010800,5588635,6611.0,34.5
13121011800,1892523,2989.0,22.6
13121011900,1507333,2741.0,30.4
13121012000,2302197,2741.0,32.1
17031010100,381062,4189.0,34.4
17031010201,504470,7083.0,32.2
17031010202,351716,2502.0,40.2
17031010300,472017,6213.0,39.6
17031010400,548754,4730.0,25.6
17031010501,202151,3831.0,38.0
17031010502,180367,3690.0,28.8
17031010503,194275,2228.0,35.0
17031010600,494956,6513.0,35.9
17031010701,429680,3946.0,34.1
17031010702,357548,5274.0,32.3
17031020100,411315,3990.0,36.3
17031020200,1241959,6255.0,40.3
17031020301,825542,5239.0,42.4
17031020302,639920,4651.0,41.2
17031020400,555414,4294.0,36.8
17031020500,771656,6004.0,33.3
17031020601,591326,6697.0,31.0
17031020602,492027,4102.0,34.8
17031020701,591396,1893.0,38.8
17031020702,704327,8232.0,32.5
17031020801,655953,4512.0,42.0
17031020802,644017,7942.0,33.1
17031020901,484095,5013.0,30.5
17031020902,503216,4195.0,39.5
17031030101,122359,3727.0,43.7
17031030102,113330,2956.0,40.2
17031030103,86632,2238.0,32.4
17031030104,110586,3688.0,21.9
17031030200,666197,5274.0,37.3
17031030300,314151,3049.0,35.7
17031030400,346487,2683.0,34.7
17031030500,618132,6269.0,35.3
17031030601,142180,3538.0,44.5
17031030603,116000,2048.0,30.9
17031030604,174698,2961.0,44.3
17031030701,69878,1734.0,36.8
17031030702,8299,1460.0,50.3
17031030703,198288,2579.0,38.6
17031030706,395784,3460.0,48.2
17031030800,567414,4405.0,38.9
17031030900,408716,3207.0,37.8
17031031000,424895,3522.0,37.3
17031031100,549966,4136.0,38.5
17031031200,326474,4860.0,43.9
17031031300,632172,7543.0,44.7
17031031400,1489274,5260.0,40.9
17031031501,160449,3430.0,38.4
17031031502,161701,4386.0,34.7
17031031700,477478,6525.0,34.7
17031031800,235150,1717.0,32.8
17031031900,257670,2355.0,37.3
17031032100,431027,6767.0,32.2
17031040100,1972512,3998.0,37.7
17031040201,721413,6195.0,33.8
17031040202,588656,6691.0,38.2
17031040300,767452,2656.0,46.1
17031040401,385796,2836.0,35.8
17031040402,602584,4701.0,33.2
17031040600,331259,2684.0,33.9
17031040700,358082,3353.0,36.4
17031040800,230027,1815.0,34.4
17031040900,321854,2118.0,33.5
17031050100,334634,2406.0,32.6
17031050200,652253,5120.0,36.0
17031050300,394731,2566.0,35.2
17031050500,652578,5365.0,36.3
17031050600,332457,2414.0,30.8
17031050700,164326,1753.0,32.3
17031050800,162818,1427.0,31.9
17031050900,162724,1660.0,30.8
17031051000,166636,1610.0,32.2
17031051100,162702,1526.0,31.7
17031051200,164642,1562.0,30.9
17031051300,322017,2953.0,32.5
17031051400,358886,2174.0,31.7
17031060100,325546,2596.0,33.3
17031060200,318279,2126.0,34.1
17031060300,319702,3176.0,30.4
17031060400,325028,4003.0,29.1
17031060500,228281,1235.0,43.3
17031060800,181491,4840.0,33.3
17031060900,499066,6758.0,32.7
17031061000,172815,1716.0,27.9
17031061100,173036,1309.0,27.9
17031061200,174670,2235.0,26.1
17031061500,162913,1859.0,28.9
17031061800,82842,1130.0,29.8
17031061901,160610,3785.0,31.7
17031061902,276102,4045.0,35.6
17031062000,224977,2897.0,32.3
17031062100,244805,3372.0,29.1
17031062200,242322,2987.0,28.5
17031062300,163311,1716.0,28.7
17031062400,162936,1622.0,30.2
17031062500,161003,1342.0,30.4
17031062600,330019,2281.0,32.0
17031062700,325098,2757.0,30.3
17031062800,325607,3792.0,29.5
17031062900,325739,4176.0,28.5
17031063000,324350,3055.0,28.2
17031063100,159625,2399.0,29.8
17031063200,366717,6580.0,31.9
17031063301,93854,2626.0,30.0
17031063302,121199,4186.0,30.2
17031063303,236592,1157.0,59.7
17031063400,158837,2158.0,28.2
17031070101,532228,3988.0,36.0
17031070102,124703,2656.0,30.0
17031070103,69094,1679.0,28.2
17031070200,341404,3937.0,29.2
17031070300,324403,3383.0,28.1
17031070400,324368,3440.0,31.4
17031070500,305415,3022.0,33.2
17031070600,343156,3083.0,31.3
17031070700,686126,3983.0,30.2
17031071000,324639,4277.0,21.2
17031071100,325455,2932.0,25.9
17031071200,325200,2016.0,29.4
17031071300,309582,3414.0,31.8
17031071400,640571,4357.0,33.2
17031071500,895556,5710.0,32.4
17031071600,162135,1715.0,35.2
17031071700,159949,1813.0,34.8
17031071800,323370,2670.0,36.1
17031080100,265784,6657.0,44.1
17031080201,135302,3235.0,50.9
17031080202,155328,3533.0,37.2
17031080300,361488,4480.0,30.3
17031080400,327342,4907.0,28.5
17031081000,298827,7427.0,30.7
17031081100,102349,3657.0,32.7
17031081201,185125,4552.0,38.3
17031081202,204967,3221.0,53.3
17031081300,202656,5053.0,49.9
17031081401,279856,2516.0,46.7
17031081402,588260,4389.0,40.3
17031081403,400523,7004.0,33.4
17031081500,295437,4400.0,34.3
17031081600,132807,3177.0,34.3
17031081700,371567,3607.0,30.1
17031081800,746626,7488.0,32.9
17031081900,137751,1152.0,32.9
17031090100,933125,3262.0,46.6
17031090200,1529760,6406.0,41.0
17031090300,475841,1325.0,41.9
17031100100,1177657,5666.0,42.0
17031100200,2104677,6605.0,44.4
17031100300,2286755,6029.0,50.1
17031100400,971273,3027.0,42.7
17031100500,1957556,5156.0,46.7
17031100600,1282442,5254.0,42.9
17031100700,1215251,4749.0,45.6
17031110100,1849052,5923.0,38.7
17031110200,596252,3017.0,39.8
17031110300,1210674,5314.0,44.8
17031110400,934189,4439.0,44.8
17031110501,791607,4636.0,36.0
17031110502,649112,3646.0,37.7
17031120100,2789745,3993.0,42.0
17031120200,2394583,4552.0,44.0
17031120300,2055673,6179.0,43.4
17031120400,1064695,3754.0,39.7
17031130100,1839639,5158.0,52.6
17031130200,2075389,1598.0,42.4
17031130300,721103,5260.0,37.5
17031140100,287981,4079.0,29.1
17031140200,394455,5895.0,28.3
17031140301,164128,2748.0,34.2
17031140302,421896,4472.0,34.4
17031140400,1181561,7186.0,37.9
17031140500,452819,4121.0,34.4
17031140601,272123,2969.0,36.5
17031140602,384381,5614.0,30.2
17031140701,228328,2385.0,34.0
17031140702,427095,6252.0,30.6
17031140800,724392,7209.0,35.8
17031150200,1326768,7821.0,37.6
17031150300,1326522,7526.0,38.7
17031150401,738023,4805.0,41.1
17031150402,662508,3695.0,33.8
17031150501,698786,3743.0,42.0
17031150502,684583,4290.0,40.0
17031150600,656191,3868.0,33.1
17031150700,662396,4621.0,39.4
17031150800,661051,5451.0,35.4
17031151001,330135,2538.0,34.8
17031151002,637151,4685.0,31.5
17031151100,660846,5391.0,36.5
17031151200,655584,3680.0,39.3
17031160100,593565,2626.0,38.2
17031160200,957174,3822.0,37.4
17031160300,426175,3877.0,35.7
17031160400,657337,5090.0,34.6
17031160501,345248,4498.0,30.3
17031160502,310887,4568.0,28.6
17031160601,397110,3999.0,32.0
17031160602,518376,3983.0,32.5
17031160700,794347,6008.0,37.6
17031160800,657623,5388.0,33.5
17031160900,657737,2272.0,42.0
17031161000,426500,1726.0,38.2
17031161100,576832,2026.0,38.1
17031161200,517850,2664.0,34.6
17031161300,497601,3943.0,36.0
17031170100,1014640,1871.0,56.9
17031170200,653046,4366.0,39.3
17031170300,1398897,4918.0,39.2
17031170400,769031,3720.0,41.9
17031170500,1539541,4888.0,42.3
17031170600,566529,2774.0,39.1
17031170700,579673,2831.0,39.8
17031170800,730332,3750.0,40.5
17031170900,320577,1729.0,40.9
17031171000,1393042,7949.0,40.2
17031171100,666147,4257.0,33.6
17031180100,1062790,5918.0,35.5
17031190100,316148,2720.0,34.5
17031190200,660108,5694.0,33.5
17031190300,660302,5445.0,35.5
17031190401,655475,4183.0,32.5
17031190402,653980,4642.0,34.2
17031190601,690034,4777.0,30.1
17031190602,621354,5265.0,35.8
17031190701,277868,3072.0,31.1
17031190702,383493,5090.0,31.0
17031190800,661317,6881.0,31.4
17031190900,314637,1864.0,33.4
17031191000,434313,2901.0,31.9
17031191100,822432,7936.0,25.3
17031191200,705577,3975.0,26.8
17031191301,674995,5941.0,30.0
17031191302,631184,5088.0,30.0
17031200100,586780,4603.0,31.2
17031200200,818684,4968.0,32.8
17031200300,250668,2401.0,26.2
17031200401,402815,3814.0,33.1
17031200402,386205,4033.0,27.8
17031210100,854096,3447.0,34.4
17031210400,419633,3128.0,31.3
17031210501,313076,4569.0,30.3
17031210502,345944,4909.0,30.3
17031210601,273651,3066.0,33.1
17031210602,380699,4126.0,30.5
17031210700,497304,3978.0,34.7
17031210800,162930,1028.0,31.3
17031210900,570568,3223.0,33.9
17031220300,326095,2409.0,30.9
17031220400,329548,2565.0,33.2
17031220500,334922,2682.0,31.0
17031220601,189121,1596.0,30.8
17031220602,464799,4690.0,33.4
17031220701,266386,3459.0,30.8
17031220702,575196,4426.0,27.6
17031220901,293289,3297.0,28.7
17031220902,330304,3325.0,30.9
17031221000,220053,3254.0,30.8
17031221100,440041,4810.0,32.1
17031221200,330419,3065.0,31.0
17031221300,330104,2762.0,32.6
17031221400,355032,2799.0,30.6
17031221500,304904,2574.0,39.7
17031221600,327555,3118.0,31.1
17031222200,231073,1964.0,32.1
17031222500,158414,1424.0,34.5
17031222600,160604,1554.0,29.1
17031222700,226173,2660.0,31.4
17031222800,111384,1014.0,29.0
17031222900,218387,878.0,30.2
17031230100,166341,1646.0,29.1
17031230200,213003,1972.0,29.1
17031230300,106482,1170.0,26.5
17031230400,336440,2666.0,34.7
17031230500,522121,3710.0,25.9
17031230600,1015358,6933.0,28.3
17031230700,648270,5177.0,29.2
17031230800,204403,1195.0,35.7
17031230900,451770,5155.0,31.4
17031231100,176381,1227.0,31.9
17031231200,656674,5102.0,27.6
17031231500,1000733,6965.0,25.7
17031240200,166088,1469.0,36.3
17031240300,166354,1402.0,33.1
17031240500,233759,2154.0,31.8
17031240600,165381,1340.0,31.9
17031240700,165872,1427.0,31.9
17031240800,168837,1816.0,35.1
17031240900,934753,1236.0,35.2
17031241000,207512,2036.0,30.9
17031241100,330814,4015.0,31.3
17031241200,328119,1952.0,29.7
17031241300,164087,1878.0,30.4
17031241400,518529,5238.0,30.6
17031241500,302512,2881.0,30.2
17031241600,293931,3438.0,29.2
17031242000,326757,4786.0,31.7
17031242100,327980,3311.0,30.8
17031242200,326987,3875.0,30.1
17031242300,328316,3003.0,31.5
17031242400,328052,2926.0,32.5
17031242500,309814,3928.0,31.1
17031242600,475743,5999.0,32.0
17031242700,175573,1689.0,32.7
17031242800,439631,1515.0,32.9
17031242900,323820,1818.0,34.0
17031243000,324548,2398.0,32.4
17031243100,324004,2594.0,31.7
17031243200,323849,2190.0,30.4
17031243300,327093,2353.0,33.1
17031243400,329181,2955.0,33.5
17031243500,657220,3198.0,32.5
17031250200,499204,2968.0,26.2
17031250300,617328,4775.0,31.5
17031250400,1309879,5963.0,40.5
17031250500,2061581,7663.0,38.6
17031250600,647765,4450.0,36.4
17031250700,663163,5813.0,34.6
17031250800,573867,2438.0,39.1
17031251000,466956,1284.0,33.1
17031251100,496455,4346.0,36.7
17031251200,662290,4375.0,37.8
17031251300,653465,4735.0,39.1
17031251400,680674,4347.0,37.9
17031251500,682473,4084.0,35.1
17031251600,480785,3689.0,33.4
17031251700,486655,1805.0,28.5
17031251800,997742,5069.0,28.9
17031251900,633903,5999.0,25.2
17031252000,636151,6368.0,28.8
17031252101,825525,1787.0,33.3
17031252102,668487,5888.0,30.5
17031252201,386790,3007.0,45.2
17031252202,637446,4871.0,27.0
17031260100,324422,1047.0,29.5
17031260200,328333,1266.0,25.3
17031260300,329305,1483.0,28.9
17031260400,328225,1567.0,25.2
17031260500,337056,1837.0,33.1
17031260600,319380,2592.0,25.6
17031260700,329144,2147.0,30.5
17031260800,328945,2494.0,31.0
17031260900,228196,1858.0,28.6
17031261000,499035,2594.0,25.8
17031270500,562048,1929.0,27.3
17031271200,329809,1104.0,37.1
17031271300,327410,1169.0,25.0
17031271400,328376,1151.0,37.1
17031271500,162820,1286.0,31.3
17031271800,205986,1230.0,28.0
17031280100,592808,6524.0,31.4
17031280400,502199,1366.0,28.2
17031280800,237357,850.0,31.5
17031280900,115079,790.0,30.1
17031281900,439082,4820.0,29.3
17031282700,439301,2402.0,28.6
17031282800,164410,1565.0,32.8
17031283100,212433,2758.0,25.9
17031283200,235929,1481.0,28.4
17031283800,376014,3367.0,32.8
17031290900,996496,3449.0,29.6
17031291200,329138,2368.0,22.3
17031291600,220340,804.0,42.0
17031292200,398018,2866.0,32.3
17031292400,330646,2124.0,25.5
17031292500,982571,4276.0,27.7
17031300500,271031,3015.0,27.6
17031300600,328182,3398.0,29.3
17031300700,329127,4694.0,25.2
17031300800,325846,4674.0,28.8
17031300900,327299,3963.0,30.6
17031301100,212133,3182.0,24.9
17031301200,482205,3518.0,27.6
17031301600,329517,4513.0,28.8
17031301701,330773,3744.0,28.7
17031301702,330989,3694.0,30.3
17031301801,694635,4246.0,30.6
17031301802,345011,2897.0,24.6
17031301803,351050,5054.0,26.0
17031310200,320577,1526.0,36.3
17031310300,318223,1493.0,32.6
17031310400,124462,1426.0,32.5
17031310500,163307,1722.0,29.8
17031310600,543024,5141.0,32.0
17031310700,160036,1241.0,30.0
17031310800,332783,4734.0,29.6
17031310900,484908,5065.0,28.6
17031320100,911843,10534.0,40.7
17031320400,806504,2523.0,21.5
17031320600,609101,4451.0,31.0
17031330100,2793984,17582.0,34.6
17031330200,790507,3756.0,41.3
17031340300,213537,1734.0,41.6
17031340400,290316,1740.0,42.3
17031340500,435447,1688.0,44.4
17031340600,474811,1066.0,24.3
17031350100,567841,1989.0,35.3
17031350400,201454,1379.0,21.3
17031351000,821027,4022.0,36.5
17031351100,346962,1656.0,25.4
17031351400,323957,1551.0,37.3
17031351500,166220,415.0,25.9
17031360200,230324,1616.0,25.4
17031380100,437447,1822.0,40.4
17031380200,215127,1752.0,63.5
17031380500,191452,820.0,24.2
17031380700,244481,1216.0,49.7
