GEOID,land_area,total_pop,median_age
42101002701,224840,3766.0,30.9
42101002702,367675,3828.0,35.4
42101002801,222950,4572.0,31.4
42101002802,362691,5532.0,39.0
42101002900,370217,4240.0,35.3
42101003001,226547,4557.0,31.2
42101003002,226951,3295.0,36.6
42101003100,395908,3852.0,32.6
42101003200,491790,4745.0,34.1
42101003300,1062354,6562.0,32.3
42101003600,964542,7375.0,29.6
42101003701,355619,5867.0,30.3
42101003702,247413,3729.0,32.9
42101003800,1089156,3805.0,42.4
42101003901,420397,6677.0,38.3
42101003902,452598,6020.0,42.8
42101004001,314952,4290.0,35.8
42101004002,344837,4785.0,43.2
42101004101,374000,6533.0,32.2
42101004102,391854,9422.0,32.4
42101004201,361680,5659.0,34.5
42101004202,453345,5365.0,35.6
42101005400,1846255,1230.0,39.9
42101005500,1168439,6437.0,37.5
42101005600,840413,1116.0,30.4
42101006000,1089658,6436.0,40.5
42101006100,534202,3514.0,38.0
42101006200,509635,4782.0,22.7
42101006300,555602,3844.0,30.8
42101006400,645368,3544.0,32.6
42101006500,1111282,4214.0,33.8
42101006600,651244,3418.0,31.8
42101006700,1001468,6536.0,29.0
42101006900,704353,2253.0,29.8
42101007000,469047,3760.0,35.4
42101007101,253257,2985.0,37.0
42101007102,415761,4773.0,34.4
42101007200,502614,4388.0,38.0
42101007300,387201,2633.0,36.5
42101007400,675929,4454.0,30.1
42101007700,322260,2076.0,23.2
42101007800,427404,3861.0,32.9
42101007900,377950,4574.0,32.7
42101008000,430471,3955.0,32.1
42101008101,243700,2448.0,36.3
42101008102,362526,5512.0,33.1
42101008200,832334,7290.0,40.9
42101008301,510557,4479.0,49.7
42101008302,425234,4055.0,30.7
42101008400,501765,5213.0,29.9
42101008500,621445,6992.0,33.4
42101008601,252482,2852.0,28.6
42101008602,369142,2893.0,27.1
42101008701,259523,5292.0,26.4
42101008702,283566,3488.0,25.7
42101008801,184675,2001.0,20.3
42101008802,390951,7489.0,21.0
42101009000,434903,5774.0,20.4
42101009100,425573,2675.0,29.0
42101009200,512009,3316.0,26.9
42101009300,402475,3936.0,34.8
42101009400,366715,4106.0,36.0
42101009500,319070,3205.0,33.7
42101009600,405273,4319.0,31.4
42101009801,297978,2356.0,32.9
42101009802,611026,5945.0,33.0
42101010000,497695,4810.0,33.6
42101010100,601438,5377.0,34.9
42101010200,360618,3037.0,32.4
42101010300,281342,2492.0,29.9
42101010400,472075,3467.0,34.4
42101010500,657759,3989.0,42.7
42101010600,265466,1398.0,33.5
42101010700,460475,3376.0,29.8
42101010800,585732,3627.0,33.2
42101010900,248168,2247.0,22.6
42101011000,472867,3278.0,31.9
42101011100,1301409,3279.0,37.3
42101011200,503162,4921.0,37.3
42101011300,334899,3016.0,38.4
42101011400,972947,7503.0,38.3
42101011500,370456,4681.0,35.4
42101011700,654025,1948.0,20.6
42101011800,915129,6197.0,37.3
42101011900,691111,4909.0,35.8
42101012000,600670,1916.0,31.2
42101012100,876796,2869.0,44.3
42101012201,380690,3151.0,41.8
42101012203,226108,1070.0,28.7
42101012204,849290,3291.0,52.4
42101012500,864814,5197.0,31.2
42101013100,322158,1500.0,37.2
42101013200,426673,2836.0,44.1
42101013300,357932,3696.0,27.8
42101013401,164059,2390.0,50.1
42101013402,238612,2877.0,31.6
42101013500,404891,3370.0,32.2
42101013601,167626,2761.0,35.4
42101013602,234732,3957.0,33.2
42101013700,589738,4412.0,34.6
42101013800,341256,2240.0,34.2
42101013900,562936,3337.0,30.4
42101014000,439802,2809.0,26.3
42101014100,562134,2181.0,31.9
42101014200,789935,3615.0,31.2
42101014300,570012,1612.0,35.4
42101014400,609439,3323.0,30.3
42101014500,321464,1615.0,35.2
42101014600,445048,3615.0,22.7
42101014700,337677,3595.0,21.0
42101014800,191126,1014.0,35.5
42101014900,453221,3230.0,43.5
42101015101,193072,2015.0,32.5
42101015102,556569,3530.0,40.8
42101015200,669100,6098.0,22.5
42101015300,469148,3860.0,21.4
42101015600,429566,1981.0,28.1
42101015700,485212,2668.0,29.9
42101015800,580216,5872.0,34.4
42101016000,720845,6435.0,33.6
42101016100,707586,4791.0,32.1
42101016200,364983,2206.0,28.7
42101016300,572226,3935.0,30.5
42101016400,485026,4543.0,29.7
42101016500,394714,2065.0,29.9
42101016600,261133,1624.0,30.2
42101016701,254046,2932.0,34.7
42101016702,355103,2930.0,35.8
42101016800,581301,4206.0,31.6
42101016901,512906,3356.0,28.8
42101016902,563701,5798.0,30.4
42101017000,1570379,3050.0,39.4
42101017100,1140882,4078.0,41.2
42101017201,262958,3375.0,40.9
42101017202,290610,3341.0,40.1
42101017300,874585,3178.0,35.1
42101017400,353985,2268.0,44.6
42101017500,719915,7214.0,25.9
42101017601,579127,5922.0,31.1
42101017602,400458,3906.0,28.8
42101017701,241053,3937.0,26.7
42101017702,489258,6371.0,25.2
42101017800,662905,6775.0,30.3
42101017900,714010,7236.0,25.3
42101018001,387383,2372.0,38.2
42101018002,439791,5502.0,40.5
42101018300,1834659,3792.0,42.0
42101018400,1284896,2497.0,38.7
42101018800,663288,8698.0,25.0
42101019000,778606,7996.0,23.7
42101019100,1439101,8397.0,33.9
42101019200,656913,9150.0,22.8
42101019501,393883,4554.0,28.9
42101019502,370302,3767.0,24.8
42101019700,450587,6905.0,27.0
42101019800,541006,6577.0,27.3
42101019900,661885,4886.0,30.6
42101020000,316676,1276.0,31.5
42101020101,483577,3871.0,35.3
42101020102,373125,3350.0,35.8
42101020200,756814,4782.0,43.9
42101020300,508177,2889.0,31.7
42101020400,407372,2538.0,38.1
42101020500,1429508,2554.0,37.9
42101020600,1295909,1877.0,31.4
42101020700,1428302,5787.0,31.2
42101020800,880632,2177.0,32.3
42101020900,509953,2962.0,29.6
42101021000,858223,5085.0,30.0
42101021100,540313,2409.0,35.7
42101021200,515705,2586.0,33.0
42101021300,538876,3436.0,32.5
42101021400,607135,3985.0,27.3
42101021500,1003280,3873.0,30.2
42101021600,1991849,2129.0,31.8
42101021700,1559576,6578.0,38.2
42101021800,996087,4278.0,30.4
42101021900,1410069,1578.0,45.2
42101022000,2944019,1777.0,55.6
42101023100,732801,1269.0,41.6
42101023500,775447,1276.0,44.0
42101023600,978079,3102.0,40.9
42101023700,1072972,4896.0,43.6
42101023800,781630,4460.0,35.7
42101023900,486064,1260.0,55.0
42101024000,617080,3711.0,33.6
42101024100,407855,1301.0,57.2
42101024200,532060,3795.0,37.2
42101024300,679034,3984.0,28.6
42101024400,421189,2715.0,45.8
42101024500,800999,3624.0,34.1
42101024600,621261,2947.0,33.1
42101024700,941265,4832.0,30.5
42101024800,319263,2101.0,35.2
42101024900,325198,2886.0,35.2
42101025200,952426,7316.0,35.4
42101025300,581298,3905.0,37.9
42101025400,769760,4242.0,45.8
42101025500,766603,2923.0,40.1
42101025600,863999,2927.0,38.7
42101025700,748206,3611.0,35.9
42101025800,586719,1564.0,48.9
42101025900,549412,5125.0,37.7
42101026000,543433,2996.0,43.7
42101026100,649364,3340.0,48.0
42101026200,555958,4592.0,44.9
42101026301,406340,4335.0,40.5
42101026302,704112,5978.0,35.7
42101026400,796819,5605.0,39.0
42101026500,545961,4965.0,35.7
42101026600,913982,6464.0,40.8
42101026700,643873,6456.0,36.9
42101026800,774174,5091.0,36.3
42101026900,614686,2255.0,45.9
42101027000,642216,2662.0,41.3
42101027100,372279,2942.0,37.1
42101027200,679047,4719.0,37.2
42101027300,938012,7424.0,30.5
42101027401,326659,3351.0,30.9
42101027402,511360,7393.0,25.4
42101027500,606825,4990.0,33.6
42101027600,663744,3711.0,33.9
42101027700,542404,4891.0,37.0
42101027800,724725,4435.0,42.1
42101027901,415780,4642.0,26.5
42101027902,889785,4723.0,21.2
42101028000,718346,4298.0,35.7
42101028100,503541,3908.0,35.8
42101028200,855812,4848.0,40.3
42101028300,673067,6110.0,29.2
42101028400,492452,4966.0,27.5
42101028500,267007,2994.0,26.8
42101028600,717847,7975.0,26.3
42101028700,340973,2685.0,28.6
42101028800,442001,4443.0,28.4
42101028901,598655,4427.0,28.2
42101028902,772292,7328.0,27.2
42101029000,818132,7009.0,28.3
42101029100,1327549,3860.0,32.1
42101029200,1732845,3903.0,36.8
42101029300,685642,3165.0,30.0
42101029400,647645,2816.0,34.1
42101029800,649155,5167.0,31.7
42101029900,591451,4034.0,28.4
42101030000,910853,7511.0,31.0
42101030100,725113,5087.0,40.4
42101030200,901709,6676.0,37.2
42101030501,377375,5657.0,27.9
42101030502,699246,6477.0,27.9
42101030600,1007799,8074.0,35.5
42101030700,653308,4151.0,28.7
42101030800,795704,4910.0,39.9
42101030900,645014,4512.0,27.8
42101031000,1063411,8625.0,31.0
42101031101,349649,5520.0,29.8
42101031102,397973,4186.0,29.2
42101031200,429735,5004.0,30.3
42101031300,711141,5953.0,31.6
42101031401,594849,7386.0,28.6
42101031402,564137,5698.0,34.8
42101031501,587242,6172.0,32.8
42101031502,578101,3620.0,34.1
42101031600,713953,6063.0,32.1
42101031700,881688,6281.0,33.8
42101031800,464290,4160.0,29.2
42101031900,773285,4187.0,34.0
42101032000,681549,7039.0,35.1
42101032100,552928,3942.0,29.7
42101032300,600044,3333.0,32.5
42101032500,839319,5868.0,38.2
42101032600,809898,6328.0,34.0
42101032900,922922,3477.0,38.6
42101033000,732860,7635.0,33.7
42101033101,486954,4801.0,35.0
42101033102,718272,3562.0,37.0
42101033200,828427,2673.0,37.4
42101033300,1011565,4310.0,50.6
42101033400,1218426,5386.0,40.8
42101033500,942793,3938.0,34.3
42101033600,1153639,7228.0,34.4
42101033701,973652,4864.0,43.2
42101033702,1057798,5294.0,41.5
42101033800,1400220,6402.0,34.1
42101033900,1141156,3049.0,36.3
42101034000,763894,3001.0,39.1
42101034100,1333267,5738.0,36.3
42101034200,1000768,3676.0,52.0
42101034400,3399172,8027.0,45.8
42101034501,447469,3619.0,50.1
42101034502,1009269,4519.0,43.9
42101034600,1853668,2713.0,35.3
42101034701,1148194,6582.0,39.2
42101034702,1016206,4132.0,42.4
42101034801,1385963,4429.0,42.2
42101034802,1232182,5561.0,35.8
42101034803,1271534,4513.0,41.5
42101034900,1944023,4978.0,36.9
42101035100,997442,3669.0,63.2
42101035200,1838262,4224.0,43.4
42101035301,1375223,5524.0,37.0
42101035302,1498640,4279.0,45.0
42101035500,2290052,7131.0,43.0
42101035601,2029706,5612.0,48.5
42101035602,1394866,3244.0,43.4
42101035701,598630,4545.0,42.4
42101035702,1559150,4034.0,38.7
42101035800,1757758,6741.0,40.7
42101035900,2244712,5115.0,48.3
42101036000,2043083,3075.0,53.6
42101036100,1230425,3991.0,33.4
42101036201,1031928,5009.0,41.5
42101036202,1116114,6252.0,39.6
42101036203,1475499,5289.0,38.0
42101036301,2322731,3477.0,36.0
42101036302,502706,3319.0,37.6
42101036303,2555858,6197.0,40.6
42101036501,1816092,5603.0,42.0
42101036502,1733145,4031.0,45.1
42101036600,1004318,1727.0,43.7
42101036700,801974,2590.0,34.0
42101036900,1858853,5125.0,20.0
42101037200,1028986,4208.0,43.9
42101037300,2590213,5160.0,44.3
42101037500,1032703,4144.0,31.4
42101037600,717296,2666.0,30.6
42101037700,736883,5137.0,19.9
42101037800,3760089,2088.0,40.0
42101037900,1374522,5039.0,40.2
42101038000,874438,2401.0,32.7
42101038100,3336061,1228.0,35.5
42101038200,1828671,2303.0,37.4
42101038300,3064494,3820.0,29.2
42101038400,2546786,2456.0,43.9
42101038500,1338940,1934.0,49.2
42101038600,3304400,1384.0,55.1
42101038700,2053213,2358.0,38.5
42101038800,1383527,3763.0,44.8
42101038900,1280550,3346.0,44.4
42101039000,2032691,7946.0,25.1
42101980000,8924195,1217.0,20.6
42101980100,5476551,61.0,48.4
42101980900,17239811,5.0,
44007000101,2441165,4706.0,25.0
44007000102,2381322,4926.0,32.4
44007000200,1099918,6338.0,30.6
44007000300,1108900,6409.0,33.8
44007000400,645649,3874.0,28.5
44007000500,584838,2875.0,26.4
44007000600,2111165,2063.0,26.6
44007000700,608550,2554.0,30.2
44007000800,1265136,4219.0,23.0
44007000900,451140,2548.0,25.6
44007001000,455795,2680.0,29.6
44007001100,495115,2402.0,30.2
44007001200,557011,3079.0,27.8
44007001300,586867,4824.0,29.8
44007001400,904707,6709.0,31.1
44007001500,1423978,3036.0,32.1
44007001600,1218292,8454.0,29.1
44007001700,639227,3242.0,31.2
44007001800,1828587,6668.0,30.1
44007001900,1090631,5420.0,26.9
44007002000,1452857,7216.0,22.0
44007002101,465409,2769.0,31.0
44007002102,829876,5601.0,30.8
44007002200,813499,5248.0,25.8
44007002300,1182265,4851.0,30.3
44007002400,3062523,7160.0,27.0
44007002500,1196408,2796.0,29.5
44007002600,665622,3158.0,30.2
44007002700,1124094,5670.0,23.4
44007002800,1623827,6493.0,34.3
44007002900,2476508,6770.0,33.4
44007003100,1206616,4384.0,33.3
44007003200,689083,3201.0,31.5
44007003300,1939552,4064.0,37.9
44007003400,3193443,5192.0,43.7
44007003500,1288015,4852.0,30.2
44007003601,831089,2847.0,21.9
44007003602,823867,5660.0,20.2
44007003700,893405,3604.0,29.6
47037010103,48049871,2643.0,44.7
47037010104,65089831,3142.0,48.3
47037010105,28312725,4199.0,45.4
47037010106,21503950,3153.0,32.6
47037010201,23720294,4596.0,37.1
47037010202,68410515,3481.0,51.3
47037010301,8527616,4015.0,42.4
47037010401,9767508,4530.0,33.2
47037010402,3483576,5411.0,34.3
47037010501,15663998,5382.0,38.9
47037010502,6988351,5063.0,36.3
47037010601,16857729,4983.0,39.2
47037010602,3097227,3741.0,35.2
47037010701,3385595,4197.0,33.8
47037010702,2689220,3373.0,42.1
47037010801,5467493,5104.0,34.8
47037010802,5355512,3430.0,49.1
47037010901,5398675,2904.0,42.2
47037010903,6419547,5332.0,26.5
47037010904,2449037,2784.0,40.0
47037011001,7602494,5530.0,34.7
47037011002,3645562,2745.0,36.3
47037011100,4125686,4359.0,40.1
47037011200,3178720,3895.0,38.3
47037011300,4224644,4792.0,36.4
47037011400,2651980,5107.0,31.8
47037011500,3606925,3645.0,40.1
47037011600,8128024,4836.0,40.6
47037011700,3248183,6660.0,32.6
47037011800,1428874,2627.0,30.2
47037011900,1382613,2235.0,26.8
47037012100,1479960,2379.0,43.0
47037012200,2529943,2188.0,36.0
47037012600,1209853,2195.0,28.1
47037012701,8298617,5223.0,34.0
47037012702,4518459,2310.0,43.3
47037012801,8842385,5061.0,35.4
47037012802,13024836,4115.0,42.7
47037013100,87816738,2292.0,42.9
47037013201,1908813,3111.0,42.8
47037013202,2709503,3251.0,37.9
47037013300,2763725,3883.0,28.1
47037013400,3621255,3949.0,31.8
47037013500,1331363,1821.0,29.0
47037013601,2346103,3864.0,23.5
47037013602,2110756,2019.0,19.8
47037013700,6828709,6480.0,31.1
47037013800,842027,2040.0,23.9
47037013900,969820,1641.0,34.8
47037014200,1080636,2478.0,22.3
47037014300,1238019,1835.0,41.3
47037014400,1885132,1252.0,26.6
47037014800,759493,2729.0,18.4
47037015100,7568580,4273.0,40.5
47037015200,3488842,2639.0,42.7
47037015300,18100884,5990.0,38.9
47037015401,11269233,5511.0,45.2
47037015402,8570895,4608.0,38.0
47037015404,3857940,3238.0,35.7
47037015405,3416747,4768.0,37.3
47037015501,6715058,3200.0,38.1
47037015502,5231154,3698.0,38.6
47037015609,4704871,3456.0,29.7
47037015610,16556298,8650.0,34.4
47037015612,11944718,5953.0,32.7
47037015613,8508288,5882.0,32.2
47037015614,2010895,4503.0,32.0
47037015615,2231922,4578.0,30.6
47037015617,3153912,2459.0,45.6
47037015618,3733637,5645.0,37.3
47037015619,7161623,4782.0,38.3
47037015620,3503079,6825.0,36.9
47037015622,6095030,3608.0,38.7
47037015623,5465292,6547.0,29.3
47037015624,3673162,5137.0,30.0
47037015625,9544533,5024.0,37.4
47037015626,3393460,6439.0,30.6
47037015627,4606296,2861.0,34.3
47037015628,2163931,3842.0,28.6
47037015629,6237960,5286.0,28.5
47037015630,12630199,3870.0,30.9
47037015631,34157692,8999.0,31.8
47037015700,4211987,1676.0,31.9
47037015802,4159053,6062.0,32.2
47037015803,1966373,3150.0,29.6
47037015804,1666528,4402.0,32.1
47037015900,5524375,2589.0,43.6
47037016000,1158908,886.0,35.2
47037016100,3050320,1760.0,38.6
47037016200,1834990,3341.0,35.1
47037016300,1099210,2341.0,26.3
47037016400,1133678,3860.0,20.3
47037016500,1526628,4444.0,20.6
47037016600,1441268,2379.0,30.2
47037016700,3402252,5212.0,38.4
47037016800,1731432,4381.0,27.5
47037016900,2423068,4695.0,34.8
47037017000,1433515,3414.0,26.5
47037017100,1694328,1905.0,31.7
47037017200,4029573,1203.0,41.1
47037017300,2362358,3163.0,31.6
47037017401,1908890,2419.0,33.0
47037017402,3251467,6179.0,35.3
47037017500,2899965,2989.0,38.4
47037017701,5280881,2108.0,38.7
47037017702,3297180,4722.0,25.6
47037017800,4065247,5236.0,31.6
47037017901,4580740,4545.0,46.4
47037017902,3967486,4613.0,43.9
47037018000,4336558,4802.0,43.4
47037018101,3373775,4784.0,30.3
47037018102,7385169,3835.0,49.1
47037018201,7236750,2900.0,46.3
47037018202,10215221,7998.0,30.5
47037018203,2839878,1553.0,45.6
47037018301,85850240,7449.0,39.8
47037018302,50535087,2698.0,38.2
47037018401,6525801,6524.0,33.2
47037018404,15918775,4379.0,38.0
47037018405,6960669,4729.0,42.1
47037018407,8564408,4385.0,37.4
47037018408,6109201,3262.0,41.8
47037018409,3432624,4328.0,49.7
47037018410,1227257,2969.0,39.2
47037018500,10530927,4983.0,45.8
47037018601,10824641,2236.0,47.6
47037018602,17218723,4315.0,49.0
47037018700,19802333,3377.0,46.6
47037018801,8463243,5285.0,43.0
47037018803,3516060,3223.0,44.5
47037018804,4785302,5451.0,39.2
47037018901,3241937,2462.0,41.8
47037018902,2085024,2754.0,34.6
47037018904,2582794,4458.0,26.9
47037018905,1462434,3118.0,29.1
47037019003,1884108,4812.0,28.5
47037019004,2904632,4571.0,34.4
47037019005,724162,3545.0,32.0
47037019006,3037419,5447.0,32.6
47037019105,2177968,5555.0,27.9
47037019106,1853547,3992.0,30.9
47037019108,1594449,3304.0,28.2
47037019109,2320355,5263.0,32.5
47037019110,2606872,4487.0,32.5
47037019111,2428072,4277.0,30.5
47037019112,6573949,4554.0,30.5
47037019114,29780478,11607.0,33.4
47037019115,5257181,4074.0,40.1
47037019116,6135447,6344.0,32.0
47037019117,12979087,4757.0,31.3
47037019118,2018507,5214.0,28.1
47037019200,1771200,3425.0,35.4
47037019300,3504260,3319.0,21.8
47037019400,3905291,3687.0,31.9
47037019500,4891007,5638.0,33.6
47037019600,12169897,3657.0,30.5
47157000100,4186007,6429.0,30.4
47157000200,1056567,1000.0,28.4
47157000300,2872438,914.0,41.2
47157000400,2276724,1786.0,34.3
47157000600,3879188,1860.0,50.3
47157000700,2497534,4887.0,35.3
47157000800,2037629,2144.0,44.1
47157000900,2365335,3045.0,38.8
47157001100,1751403,3489.0,30.8
47157001200,2168282,3431.0,37.5
47157001300,1664586,3595.0,35.7
47157001400,1226143,1523.0,32.7
47157001500,1369194,1320.0,44.1
47157001600,3091752,3346.0,21.8
47157001700,1644293,3763.0,44.1
47157001900,926176,1377.0,47.7
47157002000,965098,1887.0,26.7
47157002100,771180,1312.0,31.8
47157002400,1241872,2292.0,27.7
47157002500,1620788,3374.0,36.6
47157002600,1196174,2496.0,38.4
47157002700,1356161,2229.0,29.0
47157002800,2420044,3694.0,36.4
47157002900,4109576,4584.0,41.1
47157003000,2012870,3409.0,45.2
47157003100,2802855,3460.0,33.8
47157003200,1431865,3140.0,38.7
47157003300,1122826,2577.0,36.3
47157003400,918349,2181.0,34.3
47157003500,1413183,3394.0,38.9
47157003600,1213206,1821.0,33.9
47157003700,694965,1357.0,52.6
47157003800,716893,1202.0,33.0
47157003900,591789,1335.0,44.6
47157004200,1673093,2431.0,34.0
47157004300,1350674,1421.0,37.3
47157004500,558807,565.0,20.9
47157004600,1281531,1341.0,34.0
47157005000,877623,1103.0,28.7
47157005300,5914653,3582.0,40.7
47157005500,3355151,2168.0,37.1
47157005600,4195191,3746.0,44.4
47157005700,1447787,2098.0,38.8
47157005800,706630,1136.0,27.8
47157005900,1418276,2489.0,34.5
47157006000,1528523,2182.0,44.3
47157006200,1624460,2273.0,38.2
47157006300,1209188,2309.0,35.2
47157006400,966095,1679.0,49.3
47157006500,2132581,2927.0,36.7
47157006600,2086857,2158.0,35.1
47157006700,1874529,3182.0,34.6
47157006800,1286007,2632.0,45.1
47157006900,1919546,3100.0,37.6
47157007000,1539202,3518.0,30.9
47157007100,1769541,2321.0,36.6
47157007200,2224837,2526.0,36.4
47157007300,1917129,4936.0,21.9
47157007400,1692933,2992.0,26.0
47157007500,1726745,1203.0,45.6
47157007810,5981725,2646.0,39.2
47157007821,3493027,5986.0,35.3
47157007822,2336655,1756.0,40.3
47157007900,2737800,6017.0,33.3
47157008000,2681197,5472.0,31.8
47157008110,1940071,2983.0,28.9
47157008120,3200939,4591.0,43.3
47157008200,2488511,5539.0,25.1
47157008500,6517968,4686.0,43.9
47157008600,5359535,5748.0,37.1
47157008700,2863303,3951.0,37.4
47157008800,3074806,6931.0,30.9
47157008900,5866268,3972.0,30.9
47157009100,2984664,2626.0,32.7
47157009200,6801820,7507.0,37.5
47157009300,3210263,4636.0,36.2
47157009400,2053219,3512.0,39.2
47157009500,5349999,6051.0,42.9
47157009600,6831147,5056.0,46.9
47157009700,1797644,2948.0,32.8
47157009800,3600199,3551.0,36.3
47157009901,17492210,3953.0,28.8
47157009902,4144859,2794.0,25.2
47157010000,5518815,7678.0,29.4
47157010110,4197138,7705.0,24.4
47157010120,7311420,4547.0,29.4
47157010210,3599659,5366.0,30.6
47157010220,10484188,6940.0,35.7
47157010300,5609106,1500.0,27.7
47157010500,4589382,2124.0,33.5
47157010610,3900565,7246.0,27.0
47157010620,1369326,3195.0,24.3
47157010630,1800831,4785.0,25.3
47157010710,3936984,5338.0,33.1
47157010720,1387465,3579.0,28.2
47157010810,2378711,6208.0,28.5
47157010820,2251921,4783.0,36.0
47157011010,2827497,4680.0,31.3
47157011020,4777612,1298.0,34.8
47157011100,4078604,1740.0,40.2
47157011200,1201227,1501.0,32.0
47157011300,1896391,1393.0,32.1
47157011400,2855029,5265.0,27.3
47157011500,2388231,2333.0,39.8
47157011600,1531418,2691.0,27.4
47157011700,3531935,1641.0,36.1
47157011800,3843267,5560.0,32.6
47157020101,137959957,4484.0,31.3
47157020221,52074158,3042.0,41.1
47157020511,3496505,2307.0,39.2
47157020512,9120385,5140.0,34.2
47157020521,7726930,3886.0,28.4
47157020523,2501601,3428.0,23.6
47157020524,4628621,4231.0,35.6
47157020531,17544591,6383.0,27.8
47157020532,7804891,5472.0,40.8
47157020541,4587948,5291.0,31.0
47157020542,4560557,5309.0,24.3
47157020610,7648531,3604.0,30.1
47157020621,5326072,6913.0,30.4
47157020622,5059473,4052.0,48.3
47157020632,8507566,5288.0,39.2
47157020644,10998598,8877.0,35.6
47157020651,4666426,7430.0,34.7
47157020820,70715849,8650.0,38.7
47157020831,3730772,4282.0,37.1
47157020832,25001493,8925.0,42.5
47157021010,57867728,16854.0,35.4
47157021111,6818548,4279.0,30.1
47157021112,5395466,6615.0,32.1
47157021113,4262424,3782.0,32.3
47157021121,7222354,4735.0,31.4
47157021122,2932719,5649.0,29.7
47157021124,4153169,8538.0,29.4
47157021125,4630672,4646.0,40.8
47157021126,2385543,4241.0,34.0
47157021135,4281463,6708.0,30.8
47157021136,4241334,5023.0,39.4
47157021137,6092606,7329.0,37.6
47157021138,9418347,3274.0,36.3
47157021139,8700896,4391.0,41.7
47157021140,4397821,4873.0,36.9
47157021141,3922323,7255.0,34.9
47157021142,4265347,3940.0,30.5
47157021311,7965926,4636.0,49.7
47157021312,1377973,2230.0,40.8
47157021320,5881318,5911.0,43.9
47157021331,4929383,3370.0,43.0
47157021333,3994696,3607.0,36.8
47157021334,3166194,3802.0,34.3
47157021342,15752104,9406.0,38.9
47157021410,2568112,2792.0,45.0
47157021430,4029802,4006.0,47.8
47157021510,19518732,8232.0,35.2
47157021710,2414129,2615.0,29.6
47157021721,1937593,5405.0,24.7
47157021724,2223354,2173.0,30.8
47157021725,1039699,4782.0,26.9
47157021726,1433803,4952.0,26.6
47157021731,3011523,3231.0,25.2
47157021732,3187595,6797.0,26.3
47157021741,3945680,8220.0,28.1
47157021744,3552246,6347.0,34.9
47157021745,5612785,8125.0,36.2
47157021746,2716177,4169.0,37.1
47157021747,1867789,3634.0,33.1
47157021751,5204356,7167.0,32.7
47157021754,2599626,4495.0,38.2
47157021900,15043436,5295.0,33.2
47157022022,4921356,4059.0,23.6
47157022023,1435873,2165.0,37.0
47157022024,2581689,3389.0,34.7
47157022111,4156343,5600.0,32.4
47157022112,3293232,6363.0,27.7
47157022121,4373318,4774.0,42.1
47157022122,2618138,4166.0,27.1
47157022130,4921588,5618.0,33.6
47157022210,19646728,4382.0,43.9
47157022220,7063995,3582.0,50.0
47157022310,6561018,5659.0,33.2
47157022321,4246485,3660.0,36.0
47157022322,4149012,4038.0,42.7
47157022330,4212771,5047.0,32.1
47157022410,13073255,6749.0,36.6
47157022500,15633877,5273.0,29.7
47157022600,40327773,4440.0,25.6
47157022700,8265506,7552.0,34.0
48029110100,3533519,3353.0,39.9
48029110300,1549962,2890.0,39.2
48029110500,1162411,1805.0,24.3
48029110600,1958375,6210.0,34.0
48029110700,981619,1819.0,28.1
48029110800,1284163,1767.0,42.1
48029110900,1256982,851.0,32.8
48029111000,1546893,2033.0,35.1
48029120100,13514592,6684.0,20.5
48029120400,4701150,6041.0,47.7
48029120501,6427598,8237.0,34.4
48029120502,3308133,5427.0,31.2
48029120600,3286772,5908.0,39.2
48029120701,3419320,5145.0,41.8
48029120702,3228807,4748.0,47.4
48029120800,4839676,6563.0,42.5
48029120901,1924551,2145.0,43.1
48029120902,4687223,6958.0,37.5
48029121000,6561336,7403.0,39.6
48029121108,4175578,6940.0,41.9
48029121110,4523691,5160.0,34.2
48029121111,3787811,6486.0,35.9
48029121112,4977305,4087.0,35.3
48029121115,2485544,5327.0,45.2
48029121116,3158687,5132.0,34.9
48029121117,2436935,4377.0,34.0
48029121118,4730583,6007.0,33.6
48029121119,4319314,5447.0,33.3
48029121120,4520266,5577.0,30.8
48029121121,2494233,3237.0,42.8
48029121122,3104264,5344.0,42.5
48029121203,7476781,4240.0,35.0
48029121204,4361193,7185.0,34.6
48029121205,2936127,4197.0,28.5
48029121206,4130065,8175.0,38.6
48029121300,5101698,6128.0,48.2
48029121402,4573416,5885.0,28.7
48029121403,4425324,5446.0,28.3
48029121404,6762085,4574.0,33.0
48029121501,5840457,8005.0,38.4
48029121504,3888162,7873.0,37.9
48029121506,2577329,4784.0,36.9
48029121508,2233144,4975.0,27.9
48029121802,8729515,8583.0,32.3
48029121803,3302364,4812.0,34.4
48029121804,2370258,7280.0,27.2
48029121808,1634428,3486.0,38.5
48029121809,1965081,5027.0,39.5
48029121810,2096387,4889.0,30.5
48029121811,2651249,4851.0,30.6
48029121812,3483317,6187.0,36.6
48029121813,1900226,1571.0,40.8
48029121903,8304336,5127.0,40.9
48029121904,1923220,3582.0,32.6
48029121905,7887538,5663.0,36.0
48029121906,6440156,5348.0,37.1
48029121907,40447239,10800.0,32.8
48029121909,12424032,5542.0,31.6
48029121910,28557209,4402.0,35.6
48029130200,984995,2158.0,28.2
48029130300,1209475,3356.0,24.7
48029130401,1590764,3787.0,41.0
48029130402,2588659,4335.0,27.3
48029130500,2284378,4332.0,28.5
48029130600,2035045,4535.0,26.1
48029130700,1470078,1987.0,33.4
48029130800,8414969,5707.0,28.1
48029130900,8917659,4426.0,26.5
48029131000,5560603,5024.0,37.0
