GEOID,place_name,land_area,total_pop,median_age,prop_65_older,prop_hispanic,prop_white,prop_black,prop_asian,prop_male,prop_single_fam_detached,med_rooms_in_house,prop_built_before_1940,prop_renting,count_renter_occupied_units,rental_vacancy_rate,renter_household_size,mean_travel_time_work,prop_commute_drive_alone,prop_below_poverty,prop_college_grad_student,prop_nonrelatives_household,prop_same_residence_year_ago,prop_bachelors_or_higher,prop_english_only,prop_foreign_born,distance_to_center_km,pop_density_k_km,renter_occupied_units_km,prop_20_34,prop_burden,median_gross_rent_k,med_income_k,med_home_value_k,prop_white_change_2012_2015
11001007301,"Washington, DC",4589058,3602.0,21.9,0.004,0.091,0.602,0.249,0.016,0.58,0.15,6.4,0.026,1.0,852.0,0.07400000000000001,3.44,16.6,0.508,0.031,0.404,0.018000000000000002,0.71,0.5,0.8759999999999999,0.065,6.995458836399075,0.7849105415534081,185.6590176023053,0.412,0.73,2.0,66.094,,-0.017000000000000032
11001007304,"Washington, DC",1240389,3640.0,33.4,0.113,0.017,0.029,0.939,0.0,0.38,0.079,4.4,0.083,0.7829999999999999,972.0,0.066,2.77,36.6,0.287,0.391,0.27,0.034,0.8420000000000001,0.14800000000000002,0.954,0.022,8.169977812883207,2.934563270070921,783.6251369530044,0.233,0.518,0.8270000000000001,26.683000000000003,226.0,0.018000000000000002
11001007401,"Washington, DC",1210250,2448.0,24.5,0.07400000000000001,0.018000000000000002,0.002,0.976,0.004,0.429,0.067,4.6,0.4370000000000001,0.941,846.0,0.06,2.71,42.7,0.239,0.601,0.106,0.03,0.856,0.07400000000000001,0.973,0.024,5.4456262539020965,2.022722577979756,699.0291262135922,0.213,0.5169999999999999,0.46,14.812999999999999,287.5,0.0
11001007403,"Washington, DC",330203,3328.0,25.4,0.043,0.035,0.005,0.961,0.0,0.429,0.041,4.3,0.142,0.952,1029.0,0.048,3.15,41.2,0.246,0.334,0.138,0.049,0.8240000000000001,0.083,0.971,0.017,8.06749535603253,10.078648588898345,3116.2648431419457,0.264,0.667,1.081,28.149,162.5,0.012
11001007404,"Washington, DC",813211,3747.0,22.2,0.049,0.003,0.002,0.982,0.0,0.371,0.085,5.2,0.052000000000000005,0.812,957.0,0.085,3.3,37.0,0.328,0.47,0.152,0.011,0.893,0.104,0.984,0.012,7.479029341479625,4.607660250537683,1176.81634901643,0.161,0.6729999999999999,0.972,28.25,268.6,-0.005
11001007406,"Washington, DC",360152,3129.0,24.5,0.033,0.017,0.0,0.964,0.0,0.457,0.018000000000000002,4.6,0.147,0.982,937.0,0.021,3.32,38.5,0.267,0.385,0.172,0.058,0.868,0.043,0.99,0.013,6.619543861419089,8.68799840067527,2601.679290966036,0.303,0.6409999999999999,1.156,31.331,,0.0
11001007407,"Washington, DC",604673,2950.0,31.0,0.078,0.0,0.006999999999999999,0.962,0.0,0.468,0.062,5.0,0.06,0.618,716.0,0.042,2.39,33.7,0.521,0.21600000000000005,0.187,0.056,0.865,0.138,0.948,0.014,6.7019109981922,4.8786699588041795,1184.1110815267095,0.212,0.6609999999999999,0.988,39.245,208.4,0.0030000000000000005
11001007408,"Washington, DC",376318,3357.0,28.5,0.037000000000000005,0.01,0.005,0.985,0.0,0.516,0.013,4.6,0.102,0.953,1003.0,0.063,2.78,37.2,0.365,0.488,0.14400000000000002,0.035,0.738,0.022,0.987,0.01,7.956469358612943,8.920646899696534,2665.2990290126972,0.244,0.705,1.058,23.879,341.7,-0.003999999999999999
11001007409,"Washington, DC",397785,3848.0,27.2,0.059,0.003,0.006,0.979,0.012,0.406,0.051,4.2,0.044,0.8370000000000001,1290.0,0.006,2.57,37.5,0.46,0.324,0.153,0.054000000000000006,0.816,0.065,0.997,0.016,8.33773472392867,9.673567379363224,3242.957879256382,0.28600000000000003,0.5489999999999999,0.99,34.0,266.7,0.006999999999999999
11001007502,"Washington, DC",615798,5272.0,29.6,0.08199999999999999,0.002,0.006,0.99,0.0,0.401,0.043,4.4,0.05,0.868,1464.0,0.05,2.96,37.1,0.37,0.57,0.098,0.036000000000000004,0.8590000000000001,0.121,0.978,0.021,7.724282542178472,8.561248980997016,2377.4029795484885,0.228,0.5539999999999999,0.8140000000000001,23.304000000000002,198.4,0.0030000000000000005
11001007503,"Washington, DC",499811,2612.0,24.8,0.077,0.006,0.011,0.979,0.002,0.475,0.165,4.6,0.252,0.6829999999999999,614.0,0.06,2.94,36.3,0.38,0.471,0.165,0.032,0.812,0.131,0.958,0.028,6.063152064398977,5.225975418708272,1228.4643595279015,0.266,0.7859999999999999,1.088,30.893,272.2,0.014
11001007504,"Washington, DC",796618,2530.0,26.4,0.06,0.0,0.021,0.978,0.0,0.47,0.157,4.4,0.162,0.774,765.0,0.175,2.58,34.1,0.616,0.458,0.173,0.066,0.6940000000000001,0.14400000000000002,0.936,0.025,6.765258539250853,3.1759262281294167,960.3097092960487,0.246,0.62,0.882,18.529,232.0,-0.016
11001007601,"Washington, DC",1107289,3878.0,46.0,0.155,0.018000000000000002,0.021,0.951,0.0,0.482,0.149,4.5,0.353,0.488,883.0,0.16699999999999998,1.79,34.4,0.494,0.231,0.262,0.051,0.921,0.168,0.946,0.026,5.993896998801208,3.5022473807650942,797.4431246043265,0.17800000000000002,0.735,0.9359999999999999,37.434,244.2,0.0020000000000000018
11001007603,"Washington, DC",1226618,3632.0,50.6,0.228,0.108,0.07400000000000001,0.8059999999999999,0.012,0.48,0.192,4.4,0.185,0.546,1071.0,0.118,1.69,37.6,0.395,0.14800000000000002,0.267,0.057,0.927,0.271,0.8690000000000001,0.038,8.298983336828128,2.9609870391597064,873.1324666685146,0.136,0.266,0.961,53.897,240.0,0.018000000000000002
11001007604,"Washington, DC",1369578,3806.0,42.6,0.146,0.022,0.035,0.923,0.0,0.483,0.303,4.9,0.23,0.664,1073.0,0.1,2.11,32.3,0.564,0.132,0.35600000000000004,0.123,0.898,0.273,0.967,0.029,7.486012662618762,2.77895819004102,783.4530052322687,0.231,0.481,1.0270000000000001,56.736000000000004,383.9,-0.013999999999999995
11001007605,"Washington, DC",453791,3535.0,41.2,0.139,0.006999999999999999,0.012,0.904,0.037000000000000005,0.448,0.039,4.2,0.188,0.784,1225.0,0.107,2.11,39.3,0.473,0.248,0.413,0.063,0.77,0.187,0.936,0.079,6.6772315637542095,7.7899297253581485,2699.4805978963886,0.247,0.4970000000000001,1.01,44.489,242.4,0.013
11001007703,"Washington, DC",1017264,4883.0,31.7,0.08,0.015,0.0,0.985,0.0,0.35600000000000004,0.024,4.7,0.12,0.757,1644.0,0.039,2.32,35.0,0.328,0.453,0.165,0.03,0.929,0.067,0.955,0.029,7.9141703000510075,4.800130546249547,1616.0996555466431,0.187,0.617,0.838,25.18,219.4,0.0
11001007707,"Washington, DC",842852,4392.0,33.0,0.115,0.0,0.016,0.953,0.0,0.468,0.274,5.4,0.116,0.596,875.0,0.121,3.31,38.0,0.43,0.204,0.103,0.086,0.877,0.131,0.982,0.0,9.173699008406276,5.21087925282256,1038.1419276456602,0.225,0.477,0.7859999999999999,47.883,255.8,-0.016
11001007708,"Washington, DC",737121,2797.0,36.3,0.098,0.0,0.0,1.0,0.0,0.404,0.038,4.4,0.036000000000000004,0.8690000000000001,955.0,0.141,2.36,41.5,0.191,0.338,0.199,0.032,0.778,0.051,0.987,0.002,6.754636656545888,3.7944923560717982,1295.5810511435707,0.146,0.511,0.9640000000000001,27.76,169.0,-0.009000000000000001
11001007709,"Washington, DC",838021,1770.0,47.7,0.17600000000000002,0.047,0.011,0.908,0.0,0.546,0.103,4.1,0.19,0.77,731.0,0.078,1.6,34.5,0.402,0.27,0.157,0.05,0.863,0.124,0.907,0.042,6.565869889823346,2.1121189087146983,872.2931764239798,0.195,0.647,0.94,34.825,205.7,0.0009999999999999998
11001007803,"Washington, DC",998419,3006.0,42.1,0.15,0.04,0.011,0.925,0.002,0.476,0.268,5.1,0.172,0.624,843.0,0.03,2.3,38.5,0.34600000000000003,0.214,0.314,0.04,0.75,0.159,0.917,0.053,8.264642386530557,3.0107600115783053,844.3348934665707,0.251,0.6509999999999999,1.1420000000000001,36.957,195.3,0.0
11001007804,"Washington, DC",839830,3295.0,39.3,0.211,0.042,0.006,0.94,0.006,0.445,0.251,5.2,0.155,0.584,631.0,0.032,2.47,29.4,0.515,0.257,0.152,0.08,0.7909999999999999,0.092,0.968,0.063,9.135793300223462,3.9234130716930813,751.3425336079921,0.175,0.509,0.777,39.525,214.4,-0.0030000000000000005
11001007806,"Washington, DC",688867,2116.0,41.4,0.133,0.003,0.027000000000000003,0.954,0.0,0.483,0.275,4.9,0.23,0.684,592.0,0.079,2.27,37.0,0.491,0.233,0.215,0.061,0.848,0.112,0.965,0.014,8.991283423731081,3.0717105043498965,859.382144884281,0.16,0.56,0.91,34.896,204.4,0.008000000000000002
11001007807,"Washington, DC",523815,2220.0,36.0,0.105,0.012,0.001,0.978,0.003,0.417,0.199,4.8,0.187,0.669,591.0,0.071,2.4,36.9,0.402,0.228,0.268,0.037000000000000005,0.841,0.103,0.966,0.05,10.002178338485466,4.238137510380573,1128.260931817531,0.16899999999999998,0.6729999999999999,0.917,32.0,171.4,-0.002
11001007808,"Washington, DC",936697,4324.0,28.1,0.105,0.016,0.006999999999999999,0.975,0.002,0.464,0.165,5.6,0.122,0.574,755.0,0.109,3.03,42.7,0.506,0.321,0.108,0.029,0.857,0.204,0.8759999999999999,0.127,10.191724435228009,4.6162206134961465,806.0237195165565,0.264,0.479,0.675,40.923,212.0,-0.005
11001007809,"Washington, DC",535255,2664.0,36.9,0.15,0.02,0.021,0.937,0.006,0.419,0.183,5.1,0.191,0.383,433.0,0.17800000000000002,2.79,33.6,0.511,0.254,0.241,0.066,0.862,0.16899999999999998,0.945,0.056,9.028243025309896,4.977067005446003,808.9602152245192,0.191,0.727,1.055,38.819,185.5,0.005
11001007901,"Washington, DC",396477,4017.0,35.0,0.083,0.026,0.152,0.7759999999999999,0.004,0.447,0.03,4.7,0.354,0.6629999999999999,1042.0,0.12,2.62,32.0,0.513,0.264,0.3,0.099,0.8029999999999999,0.257,0.973,0.015,4.898843638302571,10.131735258287367,2628.1474082985897,0.269,0.5710000000000001,1.074,40.658,431.5,0.106
11001007903,"Washington, DC",242608,1692.0,38.6,0.126,0.009000000000000001,0.136,0.8029999999999999,0.013,0.451,0.033,5.6,0.448,0.338,249.0,0.114,2.69,34.8,0.417,0.252,0.205,0.08199999999999999,0.836,0.328,0.951,0.02,5.424598912320766,6.974213546132032,1026.3470289520544,0.199,0.669,0.965,46.638000000000005,293.4,0.124
11001008001,"Washington, DC",322899,3021.0,36.2,0.078,0.043,0.557,0.29600000000000004,0.08900000000000001,0.433,0.062,5.8,0.721,0.298,403.0,0.0,1.93,29.5,0.489,0.059,0.198,0.117,0.85,0.732,0.911,0.117,4.3730634740526275,9.355866695158547,1248.0682814130735,0.316,0.415,1.578,112.115,579.5,0.065
11001008002,"Washington, DC",579628,3685.0,35.3,0.071,0.047,0.563,0.325,0.032,0.507,0.01,4.9,0.675,0.34600000000000003,555.0,0.0,2.12,28.3,0.381,0.078,0.459,0.15,0.7609999999999999,0.665,0.89,0.07,4.810533254408411,6.357525861414563,957.5106792632516,0.333,0.31,1.547,106.429,538.8,0.045
11001008100,"Washington, DC",290283,3215.0,34.7,0.1,0.058,0.773,0.119,0.027000000000000003,0.505,0.068,5.3,0.835,0.429,588.0,0.101,1.84,28.3,0.297,0.028,0.489,0.223,0.705,0.805,0.927,0.061,3.946938552468683,11.07539883493005,2025.6094914273312,0.366,0.29100000000000004,1.7109999999999999,124.23899999999999,714.7,0.04
11001008200,"Washington, DC",338424,3053.0,28.7,0.059,0.078,0.8190000000000001,0.055,0.027000000000000003,0.462,0.036000000000000004,3.7,0.7609999999999999,0.5870000000000001,837.0,0.056,2.02,23.3,0.17600000000000002,0.102,0.733,0.252,0.7559999999999999,0.91,0.907,0.093,3.328318170958433,9.021227808902443,2473.2288490178007,0.489,0.273,1.5659999999999998,98.036,762.0,-0.0010000000000000852
11001008301,"Washington, DC",303974,2491.0,32.4,0.048,0.057,0.75,0.104,0.049,0.499,0.043,5.3,0.823,0.4320000000000001,435.0,0.019,2.46,24.9,0.282,0.076,0.703,0.267,0.795,0.875,0.907,0.064,3.1508801482197164,8.19477981669485,1431.0434445051221,0.464,0.4970000000000001,2.0,143.208,698.3,-0.05
11001008302,"Washington, DC",260891,2392.0,31.8,0.101,0.048,0.715,0.17800000000000002,0.034,0.526,0.005,4.8,0.809,0.479,472.0,0.041,2.22,27.1,0.268,0.069,0.409,0.254,0.8109999999999999,0.8320000000000001,0.895,0.066,3.5188351510820626,9.168579981678173,1809.1846786589042,0.447,0.327,1.91,110.25,636.5,0.04600000000000008
11001008402,"Washington, DC",273225,2011.0,39.4,0.189,0.034,0.47,0.434,0.023,0.34700000000000003,0.058,4.2,0.6629999999999999,0.607,634.0,0.123,1.74,27.4,0.331,0.122,0.718,0.215,0.6940000000000001,0.607,0.915,0.063,3.959471751297999,7.360234239180165,2320.431878488425,0.35800000000000004,0.424,1.252,74.583,645.7,-0.05199999999999996
11001008410,"Washington, DC",220139,1480.0,32.2,0.078,0.03,0.37,0.562,0.021,0.578,0.052000000000000005,5.9,0.7290000000000001,0.334,178.0,0.106,2.78,32.1,0.456,0.061,0.454,0.15,0.866,0.545,0.958,0.059,3.930327349341896,6.7230249978422725,808.5800335242732,0.418,0.4,1.6369999999999998,107.662,450.6,0.17500000000000004
11001008701,"Washington, DC",382687,2359.0,37.6,0.095,0.041,0.239,0.691,0.0,0.482,0.037000000000000005,6.0,0.805,0.513,457.0,0.095,2.57,30.7,0.377,0.117,0.509,0.17600000000000002,0.669,0.401,0.871,0.078,2.9165757437707014,6.164306600433253,1194.1874168707066,0.35700000000000004,0.5109999999999999,1.6469999999999998,66.442,430.4,0.146
11001008702,"Washington, DC",469972,1761.0,35.9,0.129,0.068,0.127,0.789,0.004,0.481,0.076,4.3,0.523,0.473,330.0,0.162,1.99,30.1,0.446,0.274,0.35100000000000003,0.093,0.8440000000000001,0.373,0.92,0.073,3.3328514504021465,3.747031738060991,702.1694909483971,0.32299999999999995,0.413,0.862,51.211000000000006,363.8,-0.009000000000000003
11001008802,"Washington, DC",469346,4556.0,39.3,0.142,0.004,0.135,0.797,0.023,0.483,0.045,4.7,0.461,0.564,1015.0,0.093,2.26,30.6,0.388,0.289,0.35200000000000004,0.154,0.856,0.311,0.915,0.07,4.316073920357435,9.707124381586294,2162.583680269993,0.268,0.588,1.075,52.606,332.2,0.055
11001008803,"Washington, DC",1165228,1931.0,24.1,0.019,0.076,0.26,0.598,0.032,0.482,0.029,3.7,0.203,0.84,403.0,0.05,1.9,28.2,0.278,0.532,0.792,0.006999999999999999,0.633,0.185,0.8540000000000001,0.12,4.0078573490867315,1.6571864047207931,345.85506012557204,0.349,0.652,0.945,15.312999999999999,215.1,-0.04600000000000001
11001008804,"Washington, DC",778050,2676.0,38.7,0.085,0.052000000000000005,0.043,0.807,0.064,0.5710000000000001,0.0,3.9,0.265,0.7090000000000001,795.0,0.099,2.09,30.6,0.344,0.299,0.412,0.103,0.821,0.172,0.895,0.084,4.857038132591847,3.4393676498939656,1021.785232311548,0.228,0.647,0.985,38.5,281.1,0.061
11001008903,"Washington, DC",302669,3365.0,35.7,0.118,0.059,0.049,0.8540000000000001,0.021,0.447,0.0,4.3,0.309,0.773,1094.0,0.09,2.46,31.1,0.349,0.334,0.116,0.061,0.871,0.248,0.918,0.095,5.090017004545174,11.117755700121254,3614.5095797719623,0.21700000000000005,0.629,1.06,34.949,227.4,0.044
11001008904,"Washington, DC",458512,3133.0,41.9,0.073,0.106,0.038,0.8190000000000001,0.019,0.473,0.01,3.8,0.191,0.872,1359.0,0.103,1.94,31.4,0.425,0.243,0.366,0.065,0.858,0.151,0.894,0.133,5.336678007868319,6.832972746623862,2963.9355131381512,0.206,0.451,0.823,31.694000000000003,206.4,0.024000000000000004
11001009000,"Washington, DC",1430007,2979.0,54.7,0.31,0.018000000000000002,0.023,0.955,0.0,0.376,0.017,3.9,0.028,0.623,1056.0,0.058,1.47,29.5,0.604,0.206,0.32,0.024,0.795,0.28,0.944,0.07200000000000001,7.487961535544875,2.083206585702028,738.4579236325418,0.159,0.5690000000000001,0.365,31.848000000000003,287.0,0.01
11001009102,"Washington, DC",1835339,5253.0,28.7,0.09,0.101,0.063,0.8190000000000001,0.008,0.411,0.112,4.5,0.191,0.675,1255.0,0.063,2.74,35.0,0.408,0.238,0.206,0.067,0.8440000000000001,0.212,0.872,0.125,4.491660458580527,2.8621415444231277,683.7973802115032,0.246,0.4370000000000001,0.865,44.043,275.4,0.038999999999999986
11001009201,"Washington, DC",640834,1877.0,33.1,0.095,0.07,0.318,0.579,0.014,0.512,0.017,4.6,0.374,0.5920000000000001,356.0,0.196,2.07,29.0,0.281,0.208,0.6679999999999999,0.08800000000000001,0.752,0.457,0.8590000000000001,0.081,4.368509320503284,2.928995652540283,555.5260800768998,0.299,0.55,1.181,52.278999999999996,379.0,0.11199999999999996
11001009203,"Washington, DC",581089,2772.0,29.2,0.086,0.085,0.129,0.753,0.0,0.494,0.008,5.4,0.698,0.456,459.0,0.159,2.27,31.1,0.331,0.168,0.312,0.146,0.862,0.496,0.885,0.119,3.44607742921713,4.770353594716128,789.8962121120862,0.34700000000000003,0.5319999999999999,1.0959999999999999,68.75,337.7,0.02299999999999999
11001009204,"Washington, DC",302795,2963.0,32.2,0.123,0.189,0.08800000000000001,0.693,0.01,0.493,0.046,3.5,0.332,0.853,1151.0,0.081,2.16,33.0,0.305,0.403,0.194,0.073,0.84,0.165,0.77,0.183,4.00681688936721,9.785498439538305,3801.251671923249,0.251,0.563,0.85,21.993000000000002,248.8,0.040000000000000015
11001009301,"Washington, DC",1097297,3357.0,40.6,0.16899999999999998,0.036000000000000004,0.324,0.591,0.029,0.493,0.732,7.2,0.605,0.259,303.0,0.0,3.04,33.8,0.401,0.12,0.482,0.077,0.8809999999999999,0.526,0.9,0.07200000000000001,5.351632795156091,3.0593358042535432,276.13307974048956,0.245,0.48,1.3019999999999998,75.35300000000001,437.2,0.06
11001009302,"Washington, DC",398354,1025.0,38.7,0.146,0.075,0.17800000000000002,0.623,0.12,0.551,0.393,7.0,0.604,0.259,116.0,0.159,2.26,27.6,0.417,0.025,0.361,0.07200000000000001,0.856,0.378,0.83,0.132,4.683044662142686,2.5730882581824206,291.19828092601057,0.264,0.5429999999999999,1.149,63.375,378.6,0.08400000000000002
11001009400,"Washington, DC",1582837,4508.0,42.6,0.17800000000000002,0.068,0.139,0.7659999999999999,0.006999999999999999,0.48,0.7170000000000001,7.1,0.604,0.224,370.0,0.113,2.82,32.9,0.51,0.152,0.443,0.08199999999999999,0.8420000000000001,0.403,0.905,0.07,6.598763802392758,2.8480506836774726,233.75748734708628,0.218,0.733,0.866,71.454,385.6,0.08200000000000003
11001009501,"Washington, DC",1595674,6983.0,23.6,0.055,0.2,0.231,0.5379999999999999,0.023,0.4970000000000001,0.018000000000000002,4.0,0.171,0.785,1384.0,0.048,2.87,30.6,0.377,0.276,0.7120000000000001,0.124,0.727,0.213,0.718,0.252,5.247061477755704,4.376207170136255,867.3450842715993,0.35200000000000004,0.606,1.122,43.924,305.4,0.001999999999999993
11001009503,"Washington, DC",1422862,3262.0,42.2,0.196,0.031,0.155,0.8,0.006999999999999999,0.4320000000000001,0.445,7.2,0.418,0.151,185.0,0.0,3.38,31.2,0.51,0.172,0.341,0.058,0.911,0.502,0.935,0.034,6.396935034481111,2.2925624551080848,130.01963647915258,0.15600000000000006,0.7020000000000001,1.442,80.179,384.3,0.07300000000000001
11001009504,"Washington, DC",1026343,3070.0,44.2,0.214,0.135,0.17,0.6759999999999999,0.002,0.467,0.083,5.3,0.375,0.498,605.0,0.085,2.07,31.5,0.4,0.105,0.363,0.061,0.893,0.406,0.8440000000000001,0.084,5.6868429927485264,2.9912027460605275,589.4715509337523,0.185,0.429,1.015,65.682,368.2,0.098
11001009505,"Washington, DC",1033851,2800.0,48.3,0.295,0.134,0.017,0.823,0.023,0.442,0.434,6.1,0.179,0.139,153.0,0.0,3.41,39.5,0.401,0.118,0.244,0.045,0.971,0.329,0.882,0.097,7.134278687551912,2.708320638080342,147.99037772367583,0.182,0.529,1.1740000000000002,70.967,348.5,0.043
11001009507,"Washington, DC",293853,1623.0,47.1,0.22,0.118,0.006,0.872,0.0,0.396,0.153,6.6,0.079,0.118,70.0,0.0,2.23,32.4,0.698,0.083,0.298,0.051,0.974,0.32,0.863,0.087,7.068534573428787,5.523169748139376,238.2143452678721,0.189,0.743,1.229,53.788999999999994,288.9,0.008
11001009508,"Washington, DC",941018,3684.0,36.5,0.18600000000000005,0.108,0.075,0.7809999999999999,0.02,0.41,0.052000000000000005,5.5,0.07,0.48,783.0,0.038,2.41,33.3,0.551,0.108,0.414,0.076,0.8340000000000001,0.411,0.76,0.217,6.587591156580333,3.914909172831976,832.0776010660795,0.274,0.451,1.3659999999999999,60.0,307.3,0.049
11001009509,"Washington, DC",640167,3317.0,40.0,0.197,0.128,0.023,0.85,0.0,0.441,0.062,6.7,0.171,0.149,189.0,0.196,3.57,37.3,0.4270000000000001,0.04,0.379,0.042,0.888,0.322,0.883,0.075,6.311469281085643,5.1814604626605245,295.23546199663525,0.277,0.199,1.411,68.973,338.7,0.0019999999999999974
11001009601,"Washington, DC",1884942,2182.0,36.8,0.118,0.005,0.001,0.972,0.0,0.379,0.389,6.1,0.212,0.547,420.0,0.03,3.05,33.3,0.358,0.428,0.248,0.036000000000000004,0.927,0.198,0.988,0.005,8.01950635516075,1.1575953000145365,222.81852704221143,0.189,0.47,0.547,26.607,271.8,0.002
11001009602,"Washington, DC",1309923,3154.0,27.2,0.07200000000000001,0.044,0.0,0.956,0.0,0.314,0.004,4.2,0.069,0.958,1393.0,0.077,2.17,40.1,0.385,0.406,0.234,0.063,0.816,0.06,0.94,0.022,7.1911218919532365,2.4077751134990377,1063.421285067901,0.248,0.586,0.8140000000000001,22.949,270.6,0.002
11001009603,"Washington, DC",629692,2899.0,45.8,0.142,0.044,0.006999999999999999,0.923,0.0,0.398,0.037000000000000005,4.8,0.129,0.728,1078.0,0.105,1.84,36.0,0.38,0.182,0.383,0.078,0.8190000000000001,0.14,0.946,0.037000000000000005,7.757101801206058,4.6038380668644345,1711.9480634977099,0.195,0.534,1.0170000000000001,39.295,226.2,-0.004
11001009604,"Washington, DC",481539,2050.0,48.1,0.246,0.027000000000000003,0.009000000000000001,0.96,0.0,0.444,0.036000000000000004,5.6,0.19,0.364,361.0,0.0,1.73,32.9,0.5329999999999999,0.103,0.284,0.059,0.921,0.175,0.944,0.02,6.8468611879272725,4.257183737973455,749.6796728821548,0.184,0.5820000000000001,0.945,49.196000000000005,195.3,0.002
11001009700,"Washington, DC",403011,3037.0,34.4,0.092,0.005,0.003,0.981,0.0,0.42,0.075,5.0,0.03,0.599,652.0,0.172,2.73,36.4,0.512,0.319,0.13,0.061,0.884,0.14300000000000002,0.985,0.006,8.620396921030709,7.535774457769143,1617.8218460538299,0.254,0.575,1.0270000000000001,35.833,233.1,0.0009999999999999998
11001009801,"Washington, DC",431383,1925.0,28.2,0.118,0.006999999999999999,0.009000000000000001,0.938,0.0,0.471,0.031,4.0,0.047,0.8009999999999999,585.0,0.066,2.78,39.5,0.43,0.402,0.218,0.059,0.7490000000000001,0.18,0.944,0.043,8.392833124229947,4.462391888414703,1356.103508946806,0.268,0.6190000000000001,0.934,26.389,165.9,0.008
11001009802,"Washington, DC",200745,1547.0,29.0,0.08,0.0,0.0,1.0,0.0,0.423,0.071,4.5,0.071,0.7020000000000001,396.0,0.175,2.92,47.1,0.256,0.429,0.182,0.056,0.8,0.159,0.99,0.014,8.701904664676393,7.706294054646442,1972.6518717776278,0.202,0.573,0.752,30.658,177.3,-0.011
11001009803,"Washington, DC",531058,2798.0,31.8,0.119,0.0,0.002,0.998,0.0,0.476,0.039,4.1,0.096,0.8909999999999999,1041.0,0.045,2.28,34.9,0.525,0.394,0.094,0.08900000000000001,0.79,0.08199999999999999,0.962,0.015,7.927255616991329,5.268727709591043,1960.2378647906633,0.209,0.622,0.879,25.5,255.0,-0.016
11001009804,"Washington, DC",518370,2518.0,30.7,0.091,0.055,0.003,0.938,0.0,0.4370000000000001,0.135,4.6,0.08199999999999999,0.642,630.0,0.07200000000000001,2.61,36.9,0.459,0.275,0.242,0.039,0.845,0.119,0.921,0.035,7.752293712215935,4.85753419372263,1215.3481104230568,0.258,0.706,1.038,43.098,223.0,-0.002
11001009807,"Washington, DC",1037014,3228.0,38.4,0.13,0.006999999999999999,0.018000000000000002,0.969,0.0,0.494,0.135,4.4,0.117,0.5720000000000001,754.0,0.096,2.18,33.7,0.517,0.341,0.105,0.034,0.877,0.155,0.978,0.038,8.431478838520299,3.1127834339748546,727.0875803026767,0.193,0.537,0.885,39.758,222.1,-0.0010000000000000009
11001009810,"Washington, DC",398420,2495.0,26.2,0.048,0.004,0.002,0.962,0.0,0.379,0.0,3.9,0.181,0.919,975.0,0.065,2.37,50.9,0.337,0.368,0.231,0.07400000000000001,0.7879999999999999,0.056,0.989,0.009000000000000001,8.821787225539559,6.2622358315345625,2447.166306912304,0.305,0.544,0.9229999999999999,28.921999999999997,99.5,-0.001
11001009811,"Washington, DC",467504,4745.0,26.8,0.059,0.0,0.0,0.996,0.0,0.471,0.039,4.2,0.083,0.883,1574.0,0.083,2.64,41.0,0.391,0.355,0.127,0.073,0.833,0.069,0.976,0.018000000000000002,9.058830840324053,10.149645778431843,3366.816112803313,0.266,0.657,0.873,29.375,200.3,0.0
11001009901,"Washington, DC",2102151,2236.0,51.7,0.25,0.016,0.047,0.909,0.0,0.47,0.7340000000000001,6.7,0.16899999999999998,0.205,200.0,0.099,2.29,34.5,0.6459999999999999,0.056,0.36,0.02,0.948,0.411,0.968,0.013,7.649575262975018,1.0636724003175797,95.14064403556166,0.124,0.328,0.971,82.15100000000001,337.6,-0.017
11001009902,"Washington, DC",1294576,2830.0,46.0,0.228,0.011,0.008,0.959,0.004,0.47,0.266,5.9,0.114,0.28,325.0,0.063,2.38,34.3,0.585,0.2,0.29100000000000004,0.042,0.906,0.203,0.956,0.022,8.663190747894097,2.1860439248062686,251.04744719506616,0.149,0.6579999999999999,0.853,42.355,228.1,0.0009999999999999998
11001009903,"Washington, DC",383679,1768.0,39.1,0.102,0.013,0.034,0.921,0.0,0.328,0.214,6.2,0.086,0.463,327.0,0.08900000000000001,3.01,36.5,0.48,0.192,0.28600000000000003,0.031,0.85,0.256,0.953,0.054000000000000006,10.103427040483252,4.608018682283888,852.2749485898369,0.206,0.35,0.851,61.093999999999994,243.0,-0.0020000000000000018
11001009904,"Washington, DC",426198,2171.0,31.2,0.052000000000000005,0.047,0.01,0.918,0.0,0.461,0.105,4.4,0.04,0.6809999999999999,593.0,0.159,2.33,42.7,0.373,0.381,0.135,0.047,0.894,0.125,0.981,0.029,9.322557716843317,5.093876555028413,1391.372085274919,0.21600000000000005,0.48,0.8420000000000001,33.236999999999995,214.6,0.011000000000000001
11001009905,"Washington, DC",431557,2763.0,34.9,0.064,0.03,0.006999999999999999,0.962,0.0,0.503,0.16899999999999998,5.1,0.138,0.585,628.0,0.075,2.09,34.4,0.507,0.235,0.087,0.03,0.8390000000000001,0.113,0.974,0.019,9.857053371265662,6.402398756131866,1455.195953257623,0.181,0.5379999999999999,0.9570000000000001,42.788000000000004,182.3,-0.006
