GEOID,place_name,land_area,total_pop,median_age,prop_65_older,prop_hispanic,prop_white,prop_black,prop_asian,prop_male,prop_single_fam_detached,med_rooms_in_house,prop_built_before_1940,prop_renting,count_renter_occupied_units,rental_vacancy_rate,renter_household_size,mean_travel_time_work,prop_commute_drive_alone,prop_below_poverty,prop_college_grad_student,prop_nonrelatives_household,prop_same_residence_year_ago,prop_bachelors_or_higher,prop_english_only,prop_foreign_born,distance_to_center_km,pop_density_k_km,renter_occupied_units_km,prop_20_34,prop_burden,median_gross_rent_k,med_income_k,med_home_value_k,prop_white_change_2012_2015
26163506100,"Detroit, MI",922607,1964.0,28.5,0.09,0.0,0.063,0.882,0.041,0.421,0.946,5.7,0.179,0.287,172.0,0.173,3.8,26.0,0.826,0.467,0.205,0.07400000000000001,0.8590000000000001,0.102,0.927,0.039,12.166320788521455,2.128750378004936,186.42824084360947,0.242,0.792,0.9940000000000001,27.891,39.1,0.0040000000000000036
26163506200,"Detroit, MI",983484,2343.0,30.9,0.065,0.006,0.022,0.97,0.0,0.446,0.924,5.6,0.226,0.402,259.0,0.173,3.99,30.7,0.785,0.626,0.28300000000000003,0.044,0.968,0.091,0.981,0.021,11.38807924623904,2.382346840416316,263.3494800118761,0.202,0.888,0.981,25.758000000000003,50.9,-0.015
26163506300,"Detroit, MI",1941719,2138.0,33.1,0.112,0.0,0.01,0.955,0.0,0.449,0.815,5.5,0.257,0.474,343.0,0.16899999999999998,3.01,31.9,0.688,0.428,0.213,0.042,0.86,0.106,0.943,0.005,10.19349395939056,1.1010862024834696,176.6475993694247,0.197,0.759,0.8440000000000001,27.846,37.9,0.014000000000000002
26163506400,"Detroit, MI",1824590,2464.0,37.2,0.048,0.012,0.14400000000000002,0.784,0.017,0.7859999999999999,0.924,6.0,0.35100000000000003,0.287,127.0,0.0,2.4,29.6,0.545,0.519,0.263,0.056,0.61,0.047,0.943,0.025,9.633356728171956,1.350440372905694,69.60467831129185,0.329,0.8419999999999999,0.706,22.589000000000002,34.9,-0.031000000000000014
26163506500,"Detroit, MI",955943,2330.0,31.1,0.102,0.0,0.012,0.979,0.0,0.5329999999999999,0.915,5.8,0.215,0.465,363.0,0.0,3.12,25.8,0.618,0.557,0.246,0.109,0.8740000000000001,0.023,0.969,0.008,10.446586428965801,2.437383818909705,379.72975376146906,0.246,0.78,0.9,18.232,22.9,-0.011000000000000001
26163506600,"Detroit, MI",1236920,2567.0,43.3,0.16399999999999998,0.0,0.048,0.92,0.0,0.529,0.957,5.4,0.161,0.331,346.0,0.067,2.1,25.9,0.698,0.418,0.287,0.065,0.902,0.06,0.968,0.004,11.23912875700124,2.075316107751512,279.72706399767156,0.187,0.599,0.6970000000000001,26.528000000000002,33.7,-0.021
26163506700,"Detroit, MI",935176,1485.0,27.5,0.107,0.0,0.022,0.964,0.0,0.434,0.983,5.5,0.035,0.378,165.0,0.0,4.42,27.1,0.879,0.479,0.22,0.087,0.903,0.131,0.996,0.016,12.03580531866078,1.587936388444528,176.43737649383644,0.198,0.775,1.265,35.202,42.1,-0.028999999999999995
26163506800,"Detroit, MI",1748868,4150.0,31.1,0.093,0.013,0.019,0.945,0.0,0.476,0.8170000000000001,5.7,0.152,0.43,663.0,0.127,2.87,25.2,0.762,0.308,0.266,0.041,0.906,0.08900000000000001,0.998,0.0,12.08025556574412,2.372963539844059,379.1023679317135,0.241,0.5529999999999999,0.873,32.702,36.4,0.0030000000000000005
26163506900,"Detroit, MI",1208312,4215.0,33.9,0.101,0.018000000000000002,0.042,0.94,0.0,0.493,0.893,5.5,0.153,0.371,510.0,0.158,3.5,30.7,0.759,0.354,0.211,0.057,0.7879999999999999,0.079,0.984,0.009000000000000001,11.298831189546213,3.488337449268069,422.07641734916143,0.204,0.845,0.915,32.563,55.4,0.007000000000000003
26163507000,"Detroit, MI",1186007,2901.0,37.1,0.16399999999999998,0.0,0.004,0.996,0.0,0.454,0.789,5.8,0.349,0.459,462.0,0.035,2.72,28.0,0.875,0.452,0.168,0.07400000000000001,0.917,0.097,0.991,0.005,10.46734641431192,2.4460226625981125,389.54238887291564,0.166,0.478,0.43799999999999994,23.594,48.6,0.0
26163507100,"Detroit, MI",1079667,2530.0,39.8,0.16399999999999998,0.0,0.004,0.981,0.006,0.514,0.93,6.0,0.267,0.337,311.0,0.06,3.9,29.1,0.601,0.415,0.16399999999999998,0.071,0.968,0.043,0.988,0.011,10.428480929800942,2.3433151147529747,288.05177892813253,0.21600000000000005,0.7689999999999999,0.935,26.064,45.1,0.0009999999999999998
26163507200,"Detroit, MI",754612,1132.0,38.1,0.201,0.042,0.0,0.929,0.0,0.428,0.924,5.7,0.416,0.334,163.0,0.124,2.82,31.2,0.65,0.453,0.214,0.079,0.8640000000000001,0.086,1.0,0.004,9.641557498527424,1.5001086651153177,216.0050463019406,0.21600000000000005,0.7440000000000001,0.698,22.583000000000002,35.2,0.0
26163507300,"Detroit, MI",1309879,2327.0,40.0,0.205,0.0,0.037000000000000005,0.945,0.0,0.4270000000000001,0.902,6.1,0.348,0.311,261.0,0.058,2.58,26.7,0.672,0.155,0.25,0.033,0.965,0.029,0.962,0.036000000000000004,10.502431929622148,1.7764999667908257,199.25504569506043,0.17,0.49,0.745,31.0,30.9,0.029
26163507400,"Detroit, MI",1239599,2655.0,42.5,0.171,0.009000000000000001,0.025,0.951,0.003,0.524,0.8859999999999999,5.6,0.204,0.309,310.0,0.0,2.22,21.0,0.7929999999999999,0.243,0.414,0.055,0.89,0.12,0.956,0.009000000000000001,11.519824689163547,2.141821669749653,250.0808729274548,0.193,0.5379999999999999,0.609,41.522,34.3,-0.032
26163507500,"Detroit, MI",893437,2232.0,36.8,0.16399999999999998,0.009000000000000001,0.068,0.894,0.0,0.473,0.7909999999999999,5.7,0.341,0.45,383.0,0.209,2.65,30.3,0.634,0.419,0.274,0.051,0.932,0.063,0.987,0.004,12.329005750315169,2.4982175575893995,428.6815970236289,0.218,0.631,0.818,23.656999999999996,36.6,0.052000000000000005
26163507800,"Detroit, MI",1270566,707.0,34.7,0.041,0.0,0.064,0.936,0.0,0.525,0.777,5.5,0.28,0.45,108.0,0.0,3.32,15.6,0.642,0.287,0.174,0.136,0.965,0.013,1.0,0.0,10.55767040654928,0.5564449229713371,85.00148752603171,0.358,0.748,0.865,24.285999999999998,22.3,-0.041000000000000016
26163507900,"Detroit, MI",1060854,1802.0,35.2,0.081,0.027000000000000003,0.125,0.8170000000000001,0.005,0.467,0.6579999999999999,6.0,0.375,0.591,378.0,0.045,2.82,20.4,0.607,0.441,0.255,0.134,0.933,0.152,0.92,0.07400000000000001,11.070153914724171,1.698631479920894,356.3167033352375,0.228,0.76,0.643,22.631999999999998,76.4,0.08000000000000003
26163508000,"Detroit, MI",1780906,1176.0,37.7,0.14,0.0,0.136,0.821,0.0,0.5820000000000001,0.39,4.6,0.172,0.818,471.0,0.092,1.91,19.4,0.36,0.486,0.335,0.054000000000000006,0.872,0.033,0.887,0.086,12.594910711606845,0.6603380526540985,264.4721282313609,0.243,0.382,0.433,15.636,27.8,-0.06899999999999999
26163508100,"Detroit, MI",1574319,1672.0,31.2,0.115,0.01,0.065,0.825,0.08199999999999999,0.541,0.851,5.6,0.175,0.53,307.0,0.097,2.95,29.1,0.465,0.556,0.17600000000000002,0.055,0.945,0.084,0.892,0.077,12.403602073402176,1.0620465102688843,195.00495134721746,0.262,0.8589999999999999,0.845,19.977,23.9,-0.08000000000000003
26163510400,"Detroit, MI",1582439,662.0,53.6,0.207,0.0,0.024,0.976,0.0,0.489,0.8540000000000001,6.1,0.581,0.338,95.0,0.0,2.94,24.9,0.715,0.298,0.373,0.07400000000000001,0.867,0.0,0.966,0.032,9.012510710393157,0.4183415600854125,60.0339096799308,0.146,0.417,0.5820000000000001,23.51,28.1,0.019000000000000003
26163510500,"Detroit, MI",1433504,4861.0,27.7,0.081,0.0,0.078,0.258,0.631,0.499,0.843,5.7,0.439,0.442,473.0,0.0,4.74,25.8,0.594,0.634,0.158,0.059,0.833,0.095,0.353,0.485,8.226225255627883,3.3909915842578746,329.9607116547984,0.17800000000000002,0.637,0.7140000000000001,18.163,31.3,0.019
26163510600,"Detroit, MI",1381367,4258.0,32.1,0.08900000000000001,0.0,0.354,0.175,0.391,0.493,0.809,5.3,0.636,0.364,480.0,0.087,3.08,24.9,0.736,0.596,0.17600000000000002,0.051,0.8190000000000001,0.122,0.336,0.473,7.947997278318338,3.082453830155201,347.48187845807814,0.174,0.4759999999999999,0.61,21.77,35.2,0.09600000000000003
26163510700,"Detroit, MI",567158,1794.0,22.9,0.05,0.004,0.599,0.15,0.026,0.546,0.597,5.4,0.504,0.5820000000000001,249.0,0.081,3.2,25.5,0.74,0.634,0.197,0.054000000000000006,0.911,0.042,0.308,0.358,6.467942704612237,3.1631397247327904,439.0310989177618,0.236,0.88,0.768,17.188,42.8,0.08399999999999999
26163511000,"Detroit, MI",5055985,2128.0,36.2,0.098,0.019,0.022,0.917,0.015,0.547,0.6920000000000001,5.5,0.392,0.501,330.0,0.0,3.53,24.0,0.7959999999999999,0.444,0.14400000000000002,0.043,0.895,0.064,0.947,0.037000000000000005,7.3870251569441585,0.4208873246261609,65.26918098056066,0.125,0.93,0.784,19.930999999999997,30.7,-0.07
26163511200,"Detroit, MI",1342645,1385.0,35.7,0.104,0.0,0.092,0.8809999999999999,0.0,0.48,0.601,6.2,0.551,0.545,306.0,0.113,2.25,20.9,0.718,0.366,0.359,0.095,0.947,0.085,0.975,0.017,4.673812770785978,1.0315459410343015,227.9083450949432,0.17600000000000002,0.775,0.748,19.283,38.4,0.1
26163511300,"Detroit, MI",1513884,1723.0,33.8,0.113,0.0,0.189,0.7170000000000001,0.034,0.626,0.7979999999999999,5.8,0.463,0.34,222.0,0.098,2.47,27.5,0.701,0.472,0.358,0.056,0.938,0.049,0.8290000000000001,0.097,8.836575260261426,1.138132115802796,146.64267539652968,0.306,0.8390000000000001,0.7390000000000001,20.227,32.2,0.001999999999999993
26163511400,"Detroit, MI",1951619,2678.0,38.2,0.138,0.006999999999999999,0.025,0.947,0.0,0.508,0.414,5.6,0.6809999999999999,0.573,567.0,0.17800000000000002,2.28,26.5,0.638,0.354,0.329,0.039,0.8690000000000001,0.162,0.98,0.003,6.424608406281282,1.3721940604185547,290.52801801991063,0.17200000000000004,0.687,0.57,23.0,44.3,0.012000000000000002
26163511900,"Detroit, MI",1152679,1755.0,44.1,0.096,0.0,0.042,0.944,0.0,0.598,0.353,5.5,0.677,0.6,391.0,0.086,2.2,19.7,0.609,0.452,0.297,0.098,0.893,0.126,0.993,0.013,4.539776903884953,1.5225401000625498,339.2097886749043,0.22,0.762,0.62,14.05,69.3,0.038000000000000006
26163512100,"Detroit, MI",1194194,3142.0,31.4,0.08800000000000001,0.0,0.012,0.988,0.0,0.41,0.522,5.2,0.348,0.541,572.0,0.0,3.18,36.0,0.607,0.454,0.29100000000000004,0.033,0.8759999999999999,0.071,0.966,0.0,9.960719929099945,2.6310632945735786,478.9841516537514,0.18600000000000005,0.696,0.695,22.296,28.3,0.006000000000000001
26163512200,"Detroit, MI",1333958,1272.0,21.5,0.042,0.04,0.037000000000000005,0.923,0.0,0.387,0.309,5.5,0.171,0.8420000000000001,358.0,0.0,3.12,,0.311,0.809,0.192,0.085,0.928,0.044,1.0,0.005,8.935118040035158,0.9535532602975506,268.3742666560716,0.208,0.5760000000000001,0.38799999999999996,11.398,33.3,-0.0019999999999999974
26163512300,"Detroit, MI",793827,1521.0,35.6,0.14,0.066,0.026,0.865,0.018000000000000002,0.414,0.415,5.1,0.244,0.741,464.0,0.057,2.49,29.0,0.486,0.5820000000000001,0.18,0.04,0.76,0.044,0.937,0.051,9.017959576511,1.9160346019976644,584.5102270393928,0.192,0.573,0.61,11.713,23.5,-0.0069999999999999975
26163512400,"Detroit, MI",1001617,1304.0,35.3,0.087,0.0,0.032,0.947,0.0,0.518,0.7340000000000001,5.6,0.301,0.41,204.0,0.124,2.76,24.5,0.619,0.494,0.071,0.096,0.931,0.03,0.994,0.0,9.851932047270079,1.3018948360501068,203.67066453544618,0.206,0.7290000000000001,0.688,19.539,31.0,0.02
26163512600,"Detroit, MI",1383722,1516.0,42.0,0.117,0.0,0.006999999999999999,0.974,0.0,0.485,0.595,5.8,0.426,0.49,259.0,0.231,2.84,29.3,0.687,0.422,0.22,0.051,0.825,0.052000000000000005,0.993,0.0,9.277966867751019,1.0955957916402284,187.17632588048758,0.15,0.785,0.8370000000000001,20.417,51.2,0.0020000000000000005
26163512900,"Detroit, MI",1514794,1294.0,34.9,0.16399999999999998,0.0,0.025,0.8859999999999999,0.056,0.542,0.317,4.9,0.386,0.648,328.0,0.105,2.65,32.2,0.626,0.631,0.046,0.084,0.629,0.119,0.931,0.056,9.300031967487849,0.8542415668401117,216.531092676628,0.184,0.7959999999999999,0.759,18.088,34.2,0.021000000000000005
26163513200,"Detroit, MI",927895,1725.0,40.4,0.117,0.039,0.161,0.75,0.0,0.468,0.594,6.3,0.581,0.387,281.0,0.161,2.68,34.5,0.8759999999999999,0.35,0.087,0.041,0.8240000000000001,0.111,0.982,0.005,9.855048928891236,1.8590465516033603,302.83598898582267,0.15,0.7140000000000001,0.8109999999999999,34.74,51.6,0.036000000000000004
26163513300,"Detroit, MI",1616439,2438.0,36.2,0.13699999999999998,0.011,0.105,0.845,0.0,0.505,0.684,5.9,0.343,0.41,391.0,0.103,2.73,27.8,0.5329999999999999,0.328,0.202,0.054000000000000006,0.872,0.179,0.96,0.006999999999999999,9.227976361529404,1.5082536365430432,241.8897341625635,0.18700000000000006,0.8,1.033,28.164,56.0,0.0040000000000000036
26163513600,"Detroit, MI",978906,1621.0,41.9,0.149,0.008,0.051,0.907,0.004,0.5660000000000001,0.43,5.7,0.53,0.599,317.0,0.078,2.85,23.5,0.43,0.495,0.168,0.106,0.8079999999999999,0.073,0.986,0.012,6.6322139370914766,1.6559301914586282,323.83088876766516,0.16899999999999998,0.57,0.521,22.019000000000002,44.1,-0.008999999999999994
26163513700,"Detroit, MI",3327456,3323.0,39.7,0.154,0.0,0.039,0.955,0.002,0.455,0.482,5.8,0.142,0.569,738.0,0.063,2.14,28.3,0.706,0.395,0.18,0.051,0.8340000000000001,0.139,0.988,0.005,7.871117039384442,0.998660838790956,221.7910620005193,0.121,0.629,0.72,23.125,93.0,0.019
26163513900,"Detroit, MI",1286288,1898.0,39.5,0.142,0.008,0.021,0.957,0.0,0.405,0.488,5.8,0.48,0.464,333.0,0.0,2.85,28.9,0.457,0.414,0.261,0.056,0.907,0.122,0.967,0.0,6.781831795694366,1.475563792867538,258.88447999203913,0.122,0.6829999999999999,0.528,18.554000000000002,30.0,0.012
26163514100,"Detroit, MI",1609640,3146.0,32.1,0.105,0.018000000000000002,0.009000000000000001,0.967,0.004,0.48,0.7140000000000001,6.1,0.6459999999999999,0.424,405.0,0.096,3.49,35.4,0.706,0.606,0.116,0.049,0.8440000000000001,0.019,0.968,0.004,6.979871984554582,1.9544742923883602,251.60905544096818,0.16299999999999998,0.72,0.723,15.134,24.2,0.015000000000000003
26163514200,"Detroit, MI",982297,2658.0,39.3,0.163,0.0,0.003,0.979,0.0,0.482,0.579,5.9,0.43,0.628,684.0,0.0,2.45,37.8,0.482,0.588,0.28,0.065,0.909,0.076,1.0,0.0,6.134589137224539,2.7059025936147623,696.3270782665527,0.154,0.609,0.531,15.445,29.5,0.0009999999999999998
26163514300,"Detroit, MI",2019113,3743.0,39.4,0.179,0.0,0.017,0.982,0.002,0.482,0.728,6.1,0.502,0.487,542.0,0.0,3.72,29.3,0.545,0.5660000000000001,0.234,0.08900000000000001,0.8740000000000001,0.049,0.994,0.003,7.50581359639941,1.853784310239199,268.434703753579,0.183,0.688,0.677,17.281,25.1,0.011
26163514500,"Detroit, MI",563936,1308.0,32.1,0.092,0.0,0.0,0.993,0.0,0.461,0.679,6.0,0.607,0.642,316.0,0.0,2.95,27.2,0.5489999999999999,0.535,0.14300000000000002,0.028,0.907,0.016,0.994,0.002,6.01666798818916,2.3194121318731207,560.3472734494694,0.218,0.655,0.7659999999999999,20.0,25.0,0.0
26163515200,"Detroit, MI",929506,1576.0,53.3,0.306,0.012,0.109,0.861,0.01,0.532,0.557,6.6,0.698,0.496,279.0,0.08199999999999999,2.08,32.0,0.309,0.376,0.639,0.06,0.8140000000000001,0.081,0.976,0.011,4.640842297517383,1.6955242892461158,300.15943953024515,0.17799999999999996,0.194,0.603,26.019000000000002,31.2,0.02
26163515300,"Detroit, MI",795120,2992.0,48.9,0.199,0.02,0.105,0.852,0.0,0.455,0.15,3.6,0.49,0.8290000000000001,1324.0,0.105,1.59,22.7,0.76,0.519,0.262,0.049,0.8220000000000001,0.163,0.973,0.014,4.510166507359882,3.762954019519066,1665.1574605091055,0.238,0.4330000000000001,0.337,13.562000000000001,59.3,0.046
26163515400,"Detroit, MI",902465,1583.0,41.6,0.192,0.028,0.29,0.647,0.01,0.5820000000000001,0.6559999999999999,7.7,0.828,0.28600000000000003,168.0,0.147,2.36,21.5,0.772,0.294,0.431,0.12,0.7829999999999999,0.464,0.899,0.073,5.221956396794401,1.7540846459419484,186.15680386496982,0.221,0.599,0.77,70.729,216.9,0.011000000000000015
26163515600,"Detroit, MI",864898,1186.0,35.5,0.115,0.0,0.015,0.978,0.0,0.442,0.434,5.5,0.473,0.659,367.0,0.175,1.88,33.9,0.649,0.44,0.159,0.064,0.7879999999999999,0.067,0.986,0.004,5.719802480485932,1.3712599636026446,424.3274929529263,0.217,0.735,0.653,19.92,33.2,-0.011
26163515700,"Detroit, MI",1208050,3566.0,57.7,0.298,0.011,0.093,0.8759999999999999,0.0,0.455,0.036000000000000004,3.5,0.109,0.858,2046.0,0.044,1.49,31.1,0.6629999999999999,0.153,0.446,0.035,0.772,0.277,0.984,0.017,5.576180497814158,2.951864575141757,1693.6385083398866,0.15,0.504,0.642,30.136,61.0,0.036000000000000004
26163515900,"Detroit, MI",1268393,1279.0,36.7,0.101,0.0,0.026,0.974,0.0,0.371,0.644,6.3,0.562,0.593,294.0,0.0,2.64,43.4,0.66,0.511,0.314,0.068,0.741,0.036000000000000004,0.999,0.0,5.897026377014972,1.0083625500929128,231.78935866091973,0.204,0.6460000000000001,0.7509999999999999,16.563,18.8,-0.007999999999999998
26163516000,"Detroit, MI",1436083,2056.0,49.4,0.17600000000000002,0.006,0.032,0.955,0.002,0.536,0.716,6.7,0.623,0.241,211.0,0.043,1.98,25.5,0.6859999999999999,0.359,0.522,0.051,0.863,0.152,0.97,0.012,5.182326780157127,1.431672124800586,146.92744082340644,0.165,0.833,0.8759999999999999,27.255,50.2,0.01
26163516100,"Detroit, MI",1349363,478.0,40.5,0.182,0.0,0.004,0.925,0.0,0.341,0.424,6.4,0.723,0.422,103.0,0.0,2.23,29.0,0.473,0.6,0.123,0.013,0.918,0.047,0.993,0.0,4.844472439233384,0.35424122345136183,76.3323138399378,0.165,0.731,0.782,15.139000000000001,68.1,-0.063
26163516200,"Detroit, MI",565213,768.0,33.0,0.132,0.0,0.031,0.96,0.0,0.473,0.467,6.0,0.6859999999999999,0.5670000000000001,164.0,0.0,2.91,29.8,0.386,0.599,0.465,0.029,0.7709999999999999,0.076,0.95,0.004,4.224976492757603,1.358779787442964,290.15610044354963,0.255,0.746,0.7120000000000001,14.073,32.2,-0.0029999999999999983
26163516300,"Detroit, MI",619160,795.0,47.2,0.181,0.009000000000000001,0.067,0.918,0.0,0.499,0.5529999999999999,6.1,0.8490000000000001,0.615,136.0,0.0,3.01,34.9,0.5,0.521,0.031,0.065,0.8420000000000001,0.112,0.984,0.0,3.8902926362703663,1.2839976742683636,219.65243232766971,0.109,0.5579999999999999,0.706,21.441999999999997,20.8,0.038000000000000006
26163516400,"Detroit, MI",1030497,1224.0,38.4,0.172,0.001,0.281,0.6940000000000001,0.014,0.606,0.259,4.9,0.774,0.583,274.0,0.157,2.11,17.8,0.664,0.366,0.268,0.175,0.752,0.32299999999999995,0.955,0.033,3.72183148944734,1.1877763836284825,265.8911185573563,0.28400000000000003,0.539,0.9790000000000001,44.218999999999994,80.8,0.13099999999999998
26163516500,"Detroit, MI",1338784,1433.0,42.3,0.117,0.011,0.217,0.703,0.029,0.525,0.038,3.8,0.455,0.847,831.0,0.065,1.44,24.4,0.812,0.338,0.6729999999999999,0.135,0.726,0.453,0.94,0.036000000000000004,2.932266180719979,1.07037430982145,620.7125271888518,0.311,0.423,0.9520000000000001,44.843999999999994,118.8,0.006999999999999993
26163516600,"Detroit, MI",691102,2309.0,28.2,0.126,0.003,0.01,0.98,0.0,0.402,0.014,4.4,0.006,0.8009999999999999,876.0,0.022,2.06,22.2,0.691,0.489,0.224,0.006999999999999999,0.921,0.145,0.98,0.004,2.5367913759752545,3.3410408304418167,1267.540826100923,0.218,0.662,0.617,15.975999999999999,27.6,-0.01
26163516700,"Detroit, MI",1199188,3046.0,45.6,0.161,0.0,0.017,0.931,0.024,0.3670000000000001,0.025,4.4,0.025,0.8420000000000001,1318.0,0.019,1.91,26.5,0.594,0.415,0.209,0.08199999999999999,0.935,0.208,0.918,0.026,2.765810116730316,2.540052101922301,1099.0770421318423,0.171,0.625,0.812,20.525,80.4,0.009999999999999998
26163516800,"Detroit, MI",983256,971.0,40.2,0.198,0.0,0.03,0.916,0.0,0.518,0.6809999999999999,6.1,0.708,0.451,144.0,0.14300000000000002,3.86,22.9,0.502,0.63,0.124,0.146,0.737,0.059,0.989,0.002,3.0120801801958437,0.9875352909110141,146.45219556249847,0.071,0.74,0.74,23.859,43.8,0.033
26163516900,"Detroit, MI",615129,2609.0,51.6,0.269,0.0,0.015,0.977,0.003,0.412,0.017,4.1,0.024,0.7090000000000001,1050.0,0.06,1.89,25.6,0.569,0.282,0.183,0.01,0.919,0.342,0.985,0.003,1.9013710914031103,4.241386766027938,1706.9590281062995,0.161,0.539,0.6,22.691999999999997,58.9,0.005
26163517000,"Detroit, MI",574448,2788.0,42.6,0.203,0.006999999999999999,0.254,0.708,0.018000000000000002,0.41,0.021,3.7,0.042,0.774,1490.0,0.108,1.4,24.5,0.7390000000000001,0.17600000000000002,0.8029999999999999,0.08199999999999999,0.7979999999999999,0.435,0.949,0.025,1.2756262908711702,4.853354872851852,2593.794390440911,0.318,0.507,0.7979999999999999,35.959,105.2,0.01900000000000002
26163517100,"Detroit, MI",280697,1146.0,59.5,0.37,0.01,0.142,0.843,0.0,0.503,0.018000000000000002,3.8,0.054000000000000006,0.591,501.0,0.102,1.49,20.3,0.6679999999999999,0.28800000000000003,0.6859999999999999,0.039,0.847,0.364,0.973,0.01,1.4086085936655195,4.082694150632176,1784.8427307737527,0.12899999999999998,0.679,0.805,31.732,61.5,-0.003000000000000007
26163517200,"Detroit, MI",1632385,1799.0,29.5,0.042,0.021,0.34,0.5760000000000001,0.024,0.757,0.051,3.2,0.444,0.992,646.0,0.07400000000000001,1.37,19.3,0.448,0.183,0.765,0.181,0.416,0.312,0.933,0.037000000000000005,0.8650710590993983,1.102068445862955,395.7399755572368,0.514,0.4869999999999999,0.85,44.711999999999996,,0.08
26163517300,"Detroit, MI",839441,2066.0,31.1,0.103,0.012,0.204,0.7509999999999999,0.018000000000000002,0.49,0.037000000000000005,4.5,0.214,0.726,639.0,0.059,2.6,24.0,0.6459999999999999,0.401,0.337,0.044,0.782,0.301,0.967,0.033,1.080169625241589,2.461161654005463,761.2208600723578,0.253,0.521,0.5760000000000001,24.138,125.6,0.05400000000000002
26163517500,"Detroit, MI",1101313,2321.0,52.3,0.259,0.0,0.116,0.8170000000000001,0.058,0.527,0.038,3.4,0.158,0.995,1588.0,0.086,1.38,20.2,0.343,0.487,0.578,0.07400000000000001,0.7979999999999999,0.154,0.922,0.075,2.075925104305846,2.107484429948616,1441.9152411712205,0.228,0.519,0.43,12.39,,0.03700000000000001
26163518000,"Detroit, MI",851149,2221.0,34.0,0.131,0.016,0.279,0.652,0.014,0.493,0.08800000000000001,3.6,0.399,0.917,1073.0,0.047,1.71,18.1,0.629,0.332,0.648,0.127,0.8109999999999999,0.344,0.945,0.032,3.0889549315026184,2.6094138629076693,1260.64884056728,0.334,0.573,0.9009999999999999,19.285999999999998,120.1,0.057
26163518400,"Detroit, MI",1055519,493.0,49.8,0.11,0.0,0.17800000000000002,0.813,0.0,0.54,0.457,5.5,0.679,0.5820000000000001,128.0,0.0,2.24,35.1,0.18,0.475,0.065,0.162,0.688,0.083,0.991,0.0,3.7966469344613314,0.4670688069092077,121.26735757480442,0.079,0.902,0.552,18.813,26.0,0.112
26163518500,"Detroit, MI",800479,1051.0,44.8,0.192,0.013,0.182,0.7190000000000001,0.0,0.435,0.485,5.9,0.64,0.44,183.0,0.0,2.45,20.9,0.696,0.461,0.228,0.08199999999999999,0.951,0.108,0.984,0.006999999999999999,4.3424392321973855,1.3129638628870959,228.61311789566003,0.17,0.7879999999999999,0.764,20.0,23.3,0.124
26163518600,"Detroit, MI",741602,712.0,36.0,0.14300000000000002,0.001,0.015,0.983,0.0,0.413,0.6709999999999999,6.3,0.8170000000000001,0.345,86.0,0.0,2.99,,0.715,0.511,0.206,0.009000000000000001,0.993,0.063,1.0,0.0,3.6222544568121435,0.9600837106696044,115.96516729998032,0.11600000000000002,0.8490000000000001,0.853,17.891,56.9,0.016
26163518800,"Detroit, MI",1415467,807.0,46.6,0.18600000000000005,0.0,0.12,0.853,0.014,0.613,0.594,6.3,0.823,0.495,150.0,0.136,2.57,26.1,0.5760000000000001,0.4370000000000001,0.523,0.076,0.955,0.052000000000000005,0.972,0.025,2.844235582778135,0.5701298582022754,105.9720926026534,0.16299999999999998,0.816,0.631,20.913,28.0,0.008999999999999984
26163518900,"Detroit, MI",1844382,1848.0,33.5,0.17800000000000002,0.0,0.042,0.931,0.0,0.404,0.013,4.2,0.028,0.993,820.0,0.0,2.22,17.0,0.731,0.602,0.114,0.043,0.82,0.092,0.98,0.0,1.9273555258127235,1.0019616326769618,444.5933651488683,0.175,0.643,0.6409999999999999,12.019,,0.011999999999999995
26163520200,"Detroit, MI",826142,2233.0,22.8,0.03,0.02,0.451,0.19,0.272,0.552,0.014,3.2,0.615,0.99,831.0,0.14,1.72,15.2,0.34,0.477,0.984,0.27,0.419,0.542,0.6809999999999999,0.266,2.8656618842504984,2.7029251629865083,1005.8803450254313,0.562,0.6629999999999999,0.684,21.139,,0.06899999999999999
26163520300,"Detroit, MI",451112,1476.0,27.5,0.063,0.134,0.318,0.304,0.21600000000000005,0.434,0.026,3.5,0.528,0.8959999999999999,699.0,0.13,1.76,22.4,0.477,0.506,0.944,0.226,0.6990000000000001,0.616,0.639,0.126,1.849931831754977,3.271914735143379,1549.504335952047,0.588,0.575,0.755,15.625,203.8,0.07399999999999997
26163520400,"Detroit, MI",409580,1772.0,25.6,0.021,0.015,0.292,0.65,0.022,0.53,0.098,3.8,0.479,0.903,765.0,0.15,2.05,26.4,0.6679999999999999,0.564,0.5529999999999999,0.128,0.6509999999999999,0.244,0.955,0.037000000000000005,1.9701821575916136,4.326383124175985,1867.7669808096093,0.384,0.7390000000000001,0.667,16.042,103.6,0.01
26163520700,"Detroit, MI",767427,2400.0,43.4,0.193,0.028,0.325,0.608,0.034,0.568,0.012,2.8,0.617,0.964,1686.0,0.16899999999999998,1.34,19.8,0.464,0.34600000000000003,0.8440000000000001,0.111,0.7609999999999999,0.248,0.938,0.048,0.4557870637874703,3.127333283817223,2196.951631881599,0.337,0.48200000000000004,0.645,21.109,98.5,0.02
